year,sex,age,cohort,p10_guv,p25_guv,p50_guv,p75_guv,n,p10_epuf,p25_epuf,p50_epuf,p75_epuf,p10_cens,p25_cens,p50_cens,p75_cens,gap_p10,gap_p25,gap_p50,gap_p75
1982,1,53,1954,16616.81,31152.54,49031.2,68488.77,8238,11490.6889798825,26173.23600973236,46175.54645619449,68092.97173263704,False,False,False,True,-0.3688777800809898,-0.17415842053283892,-0.060006469699615164,
1983,1,54,1954,15382.29,30350.45,48954.04,69252.95,7993,11220.50484553092,25909.165734225946,46106.0744561816,68547.08414724345,False,False,False,False,-0.31547395343453016,-0.1582145489599322,-0.05993719050050996,-0.010244874479711766
1984,1,55,1954,16462.9,31123.23,50035.41,71251.41,7900,10418.310065053725,24964.629778524966,46194.39368467218,69783.02024705797,False,False,False,False,-0.45754452310470883,-0.2204944714758336,-0.07987251286515162,-0.020823891187667986
1957,1,27,1955,7613.425,16443.96,26381.55,33956.14,10495,7768.801155512759,15537.602311025517,25248.603755416465,27190.804044294655,False,False,True,True,0.020202724708181522,-0.056695194938944427,,
1958,1,28,1955,7678.745,15977.35,26616.27,34851.63,10394,7590.192273769624,15180.384547539248,25300.640912565414,26565.672958193685,False,False,True,True,-0.011599198748997527,-0.051167990136982956,,
1959,1,29,1955,9023.535,18838.5,29351.41,37982.35,10484,9347.584289190128,17448.82400648824,28042.752867570387,29912.269725408412,False,False,True,True,0.03528178095345681,-0.07663039394499711,,
1960,1,30,1955,10048.47,20121.47,31175.4,40328.77,10475,9809.36965690186,17779.48250313462,29152.22044910521,29428.108970705576,False,False,True,True,-0.024082367754603182,-0.12374228009118547,,
1961,1,31,1955,9513.418,20610.38,32156.32,41839.62,10375,9707.569091934574,18201.692047377328,29122.707275803725,29122.707275803725,False,False,True,True,0.020202676844337058,-0.1242802729865639,,
1962,1,32,1955,10943.69,22205.2,34084.36,44584.3,10432,11393.4333017448,19788.594681977815,28783.410446513182,28783.410446513182,False,False,True,True,0.040274128815292215,-0.11522075011296719,,
1963,1,33,1955,12014.35,23690.85,35764.47,46676.38,10458,10668.885338035152,20152.338971844176,28450.360901427073,28450.360901427073,False,False,True,True,-0.11877017573884334,-0.1617685379818948,,
1964,1,34,1955,12647.63,24640.96,37218.49,48487.43,10443,12267.904855001629,22199.065928098185,28040.925382860867,28040.925382860867,False,True,True,True,-0.030483355163148488,,,
1965,1,35,1955,13583.98,26419.38,38874.71,50846.36,10501,12668.401049194368,23609.29286440769,27640.147743696805,27640.147743696805,False,True,True,True,-0.06978037062622056,,,
1966,1,36,1955,14601.26,27770.48,40995.86,53350.77,10633,14039.676324719394,25271.41738449491,37064.7454972592,37064.7454972592,False,False,True,True,-0.03922048182339755,-0.0942995765699558,,
1967,1,37,1955,15404.21,28606.25,41534.39,55108.94,10595,14242.868055201916,26294.525640372765,36154.97275551256,36154.97275551256,False,False,True,True,-0.07838455460757193,-0.0842644584585985,,
1968,1,38,1955,15475.14,29278.86,42792.59,56933.75,10550,15290.598960886187,27417.625722968336,41126.4385844525,41126.4385844525,False,False,True,True,-0.011996672831929265,-0.06567967276639784,,
1969,1,39,1955,16730.73,30853.75,44235.31,59437.73,10469,15131.804754536503,28750.429033619355,39342.69236179491,39342.69236179491,False,False,True,True,-0.10044834436874822,-0.07060560883928309,,
1970,1,40,1955,16074.36,30317.72,44161.14,60100.59,10351,14937.209406494963,28910.72788353864,37583.94624860023,37583.94624860023,False,False,True,True,-0.07337008041230152,-0.047519626776528864,,
1971,1,41,1955,16338.71,30551.3,45221.47,61319.83,10206,14328.142992180114,28656.285984360227,36051.456560969316,36051.456560969316,False,False,True,True,-0.1313114943262483,-0.06403441272310706,,
1972,1,42,1955,16285.52,31355.43,46751.59,64301.87,10115,14748.134607395099,29943.18238471126,40222.18529289572,40222.18529289572,False,False,True,True,-0.09915976195054127,-0.04608579240476949,,
1973,1,43,1955,16910.96,32384.4,48659.29,66291.12,10096,16113.749605802586,30955.361084831282,45796.97256385998,45796.97256385998,False,False,True,True,-0.048289012128646634,-0.04513062363361017,,
1974,1,44,1955,16764.32,31358.68,47239.66,63658.32,9929,14978.428362312115,30340.91899032454,46855.596415437896,50696.219072441,False,False,True,True,-0.11264176155213777,-0.03299383957068197,,
1975,1,45,1955,15879.88,30384.45,46664.87,63328.11,9653,13469.54000263609,29065.849479372613,45725.54369315936,49979.082641360226,False,False,False,True,-0.16462205904339852,-0.04436703677695347,-0.020334548492787888,
1976,1,46,1955,16166.21,31613.32,48555.75,66281.13,9499,13777.065567113363,29906.313060319248,47715.69050073408,51411.97638459376,False,False,False,True,-0.159917967230492,-0.05550895351501562,-0.017452337207869355,
1977,1,47,1955,16767.99,32778.68,49347.88,68848.48,9430,12937.29136722302,29345.563345164413,47962.641166290225,52064.70916077557,False,False,False,True,-0.25935776707383285,-0.11063693290898834,-0.02847240766422586,
1978,1,48,1955,17654.91,33596.53,51104.0,71669.45,9364,14154.598536144083,29783.634419803177,48656.43246799529,52195.08210203131,False,False,False,True,-0.22097437548171972,-0.12046372571355476,-0.04907875286030778,
1979,1,49,1955,17714.68,32994.27,51039.41,70986.04,9256,14085.068237900994,29524.469960215545,48214.272045122634,62028.47358614091,False,False,False,True,-0.22927842832852702,-0.11111450034058314,-0.056943001659930347,
1980,1,50,1955,17550.35,32045.59,50241.69,70142.68,9044,12964.018372822775,27884.869707581063,46474.78284596844,63352.467142662244,False,False,False,True,-0.3028961902359966,-0.13907533905603836,-0.0779352990238862,
1981,1,51,1955,17498.3,31814.89,49793.7,70332.26,8787,12349.628454537866,27169.182599983305,46254.97202972364,66687.99365450448,False,False,False,True,-0.34847775538502296,-0.15785108085727262,-0.0737195084782091,
1982,1,52,1955,15629.46,30854.63,49135.46,69895.3,8497,11490.6889798825,26173.23600973236,45537.17484620102,67454.60012264356,False,False,False,True,-0.30762054139304057,-0.16454945782032046,-0.07605195177575347,
1983,1,53,1955,15300.69,30156.64,49500.79,70344.41,8300,10608.477308501962,25705.156555216294,45494.04691915264,67935.0566102145,False,False,False,False,-0.3662444978441055,-0.1597135151514559,-0.08440714858794593,-0.03485112158402803
1984,1,54,1955,15505.59,31030.84,50098.31,72389.56,8194,10418.310065053725,25357.773554564727,45997.8217966523,69389.87647101821,False,False,False,False,-0.39763576275398343,-0.20189621654552514,-0.08539323186568137,-0.04232110540213462
1985,1,55,1955,14049.04,30085.83,49467.82,72189.3,8117,10062.152097562697,24870.602354353083,45564.4623285858,70055.36083020068,False,False,False,False,-0.3337729980514744,-0.19036781915025994,-0.0821942793756614,-0.030006036990046777
1957,1,26,1956,7153.771,15052.05,24653.0,31871.51,10020,7768.801155512759,14242.802118440059,23306.403466538275,27190.804044294655,False,False,True,True,0.08247623077541466,-0.05526252993744857,,
1958,1,27,1956,7204.357,15376.46,25382.87,32985.71,9897,7590.192273769624,14547.868524725112,24035.608866937142,26565.672958193685,False,False,True,True,0.05217094171094928,-0.055393278793529226,,
1959,1,28,1956,8668.326,18209.09,28254.63,36486.74,10001,8724.41200324412,16202.479434596224,26796.408295678368,29912.269725408412,False,False,True,True,0.006449381073799188,-0.1167566379028534,,
1960,1,29,1956,9705.146,19373.51,30317.08,39090.34,10013,9196.284053345493,17166.396899578252,28201.937763592843,29428.108970705576,False,False,True,True,-0.053856765082239945,-0.12095286476596868,,
1961,1,30,1956,9555.889,19906.58,30979.28,40298.55,9963,9707.569091934574,17594.968979131416,29122.707275803725,29122.707275803725,False,False,True,True,0.015748286317786672,-0.12343732262125814,,
1962,1,31,1956,11003.66,22007.32,32986.99,43402.98,9978,10793.778917442443,19188.940297675454,28783.410446513182,28783.410446513182,False,False,True,True,-0.019258002729024247,-0.1370410383854077,,
1963,1,32,1956,11540.18,22979.59,34756.86,45419.82,9976,11261.601190148216,20152.338971844176,28450.360901427073,28450.360901427073,False,False,True,True,-0.02443604466498887,-0.13128607099673728,,
1964,1,33,1956,11952.44,24360.55,36248.74,47301.54,10043,12267.904855001629,21614.87998262192,28040.925382860867,28040.925382860867,False,False,True,True,0.02605104904398588,-0.11958305498354382,,
1965,1,34,1956,13474.57,25837.78,38177.95,49867.43,10107,13244.237460521386,23609.29286440769,27640.147743696805,27640.147743696805,False,True,True,True,-0.01724165614755507,,,
1966,1,35,1956,14039.68,27399.83,40108.55,52328.68,10158,14039.676324719394,25271.41738449491,37064.7454972592,37064.7454972592,False,False,True,True,-2.6177812369151227e-07,-0.0808627995560889,,
1967,1,36,1956,15710.98,28315.92,40756.52,54336.54,10153,14790.67067270968,26294.525640372765,36154.97275551256,36154.97275551256,False,False,True,True,-0.060363208913551146,-0.07406342368893035,,
1968,1,37,1956,16287.12,29642.67,42708.23,56279.95,10144,15817.860994020193,27944.887756102344,41126.4385844525,41126.4385844525,False,False,True,True,-0.029234867180415455,-0.05898060122928529,,
1969,1,38,1956,15959.01,30561.2,43894.84,58686.18,10139,16644.985229990154,28750.429033619355,39342.69236179491,39342.69236179491,False,False,True,True,0.042085423649913335,-0.061078540502584204,,
1970,1,39,1956,15568.43,30043.06,44074.41,59445.27,10011,15900.900335946251,29392.573348264283,37583.94624860023,37583.94624860023,False,False,True,True,0.021130586702599093,-0.021889650657054973,,
1971,1,40,1956,15460.53,30408.02,44662.21,60543.34,9857,15252.53931425625,29580.682306436363,36051.456560969316,36051.456560969316,False,False,True,True,-0.013544322987758385,-0.027584865913178082,,
1972,1,41,1956,16030.78,31342.02,46885.66,64355.5,9797,15641.960947237227,30837.008724553387,40222.18529289572,40222.18529289572,False,False,True,True,-0.024553516686626194,-0.01624413859849364,,
1973,1,42,1956,16512.35,32710.91,48710.17,66151.18,9744,15689.703563544623,31803.45316934721,45796.97256385998,45796.97256385998,False,False,True,True,-0.051103912550334384,-0.02813378728009297,,
1974,1,43,1956,17398.02,32061.52,48011.63,64772.1,9604,14978.428362312115,29956.85672462423,47239.65868113821,50696.219072441,False,False,True,True,-0.1497453497905794,-0.06789831975024117,,
1975,1,44,1956,15468.7,30455.34,46941.35,64146.91,9309,13824.001581652828,29065.849479372613,46080.005272176095,49979.082641360226,False,False,False,True,-0.11241230096527055,-0.04669742062876459,-0.018519819327441345,
1976,1,45,1956,16273.74,32369.38,49563.83,67218.64,9231,13777.065567113363,28898.23509199388,47715.69050073408,51411.97638459376,False,False,False,True,-0.16654747151957197,-0.1134323904451067,-0.0380010487194174,
1977,1,46,1956,16622.84,33147.86,50445.97,69132.47,9160,13883.922442873487,29661.107037047903,47962.641166290225,52064.70916077557,False,False,False,True,-0.18004614138439953,-0.11114149923904261,-0.05048046370604475,
1978,1,47,1956,18710.61,34280.67,52257.01,72445.01,9070,14744.373475150087,30373.409358809182,49541.09487650429,52195.08210203131,False,False,True,True,-0.23822919194083333,-0.12101410496138419,,
1979,1,48,1956,18941.71,34140.04,52342.28,71530.48,8991,14355.934934783705,29524.469960215545,49026.87213577076,62028.47358614091,False,False,False,True,-0.27720292778465316,-0.14525147932604904,-0.06543589876059556,
1980,1,49,1956,17080.71,32652.2,50740.68,70649.01,8792,13208.622493064715,28129.473827823003,47453.1993269362,63352.467142662244,False,False,False,True,-0.2570799210739898,-0.1490943174613295,-0.06698400772866482,
1981,1,50,1956,17516.26,32207.83,51012.95,71030.57,8578,12349.628454537866,27169.182599983305,46928.588127243886,66687.99365450448,False,False,False,True,-0.34950361443194927,-0.17012625235885265,-0.08345247735935842,
1982,1,51,1956,15752.88,31156.79,49933.43,70565.6,8329,11703.479516546991,26386.026546396854,45962.75591953,68305.76226930153,False,False,False,True,-0.2971370135307947,-0.1661976264679617,-0.08285930370861945,
1983,1,52,1956,15414.93,30325.96,50186.26,71590.9,8189,10404.468129492308,25501.14737620664,45494.04691915264,67935.0566102145,False,False,False,False,-0.39310117857682797,-0.17328066508019202,-0.09815980359899659,-0.05241577194165196
1984,1,53,1956,15421.06,30840.16,51454.66,72768.95,8123,10221.738177033843,25947.489218624374,46980.681236751705,70372.73591111762,False,False,False,False,-0.41121746132123355,-0.1727428863991934,-0.09096455185568253,-0.03348343906769495
1985,1,54,1956,14874.9,30068.75,51440.38,73560.03,8033,9872.30017119359,25060.45428072219,45944.16618132401,71194.47238841532,False,False,False,False,-0.4099423556989928,-0.18219534943965573,-0.11299658655307021,-0.03268662715636865
1986,1,55,1956,14494.82,30359.21,51376.7,74806.27,7861,10034.874842365298,24529.694059115172,45714.429837441916,71730.77202135195,False,False,False,False,-0.3677248341618729,-0.21321554502696694,-0.11677076286573562,-0.041981872036848424
1957,1,25,1957,6551.689,13621.3,23073.34,29819.25,10203,7121.401059220029,12300.601829561869,20716.803081367358,27190.804044294655,False,False,True,True,0.08338160504424265,-0.10198655362323816,,
1958,1,26,1957,6363.111,13434.64,23308.21,31113.46,10054,6325.160228141353,13282.836479096843,21505.544775680602,26565.672958193685,False,False,True,True,-0.005982041894914626,-0.011363734490960441,,
1959,1,27,1957,7608.934,16295.96,26709.16,34380.41,10225,8101.239717298112,15579.307148650214,24926.891437840342,29912.269725408412,False,False,True,True,0.06269401826747957,-0.04497365543925498,,
1960,1,28,1957,8877.479,18294.47,28575.92,37238.82,10241,9196.284053345493,15940.225692465521,26975.766556480114,29428.108970705576,False,False,True,True,0.03528187491596537,-0.13775299625098994,,
1961,1,29,1957,8888.493,19233.12,30214.81,39151.84,10177,9100.846023688664,16988.245910885507,27909.2611393119,29122.707275803725,False,False,True,True,0.023609859991674205,-0.12411210501950316,,
1962,1,30,1957,10134.16,20891.96,32087.51,41933.83,10245,10194.124533140086,17989.63152907074,28783.410446513182,28783.410446513182,False,False,True,True,0.005899632796628043,-0.14956883019713615,,
1963,1,31,1957,10645.18,21912.71,33601.06,44032.86,10263,10668.885338035152,18966.907267618048,28450.360901427073,28450.360901427073,False,False,True,True,0.0022243853937272255,-0.1443710959255702,,
1964,1,32,1957,11566.88,23542.69,35717.13,46378.52,10237,11683.71890952536,21030.694037145648,28040.925382860867,28040.925382860867,False,False,True,True,0.010050484591102091,-0.1128323774684186,,
1965,1,33,1957,12605.06,25106.47,37394.82,48669.7,10272,13244.237460521386,23033.45645308067,27640.147743696805,27640.147743696805,False,True,True,True,0.049464228547723095,,,
1966,1,34,1957,14208.15,26692.23,39395.33,51469.45,10365,13478.08927173062,24709.830331506135,37064.7454972592,37064.7454972592,False,False,True,True,-0.052750393609765085,-0.07717135823119452,,
1967,1,35,1957,14500.33,27401.09,40115.59,52841.04,10341,14242.868055201916,25746.723022865,36154.97275551256,36154.97275551256,False,False,True,True,-0.01791511371343711,-0.062275435861294234,,
1968,1,36,1957,16076.22,29057.41,42075.51,55457.42,10316,15817.860994020193,26890.36368983433,40889.1706695422,41126.4385844525,False,False,True,True,-0.016201417266336587,-0.07750553293844835,,
1969,1,37,1957,16513.84,30364.49,43559.42,57823.67,10343,16140.59173817227,28246.035541801473,39342.69236179491,39342.69236179491,False,False,True,True,-0.022861492193670577,-0.0723207206144879,,
1970,1,38,1957,16122.55,29681.68,43366.09,58544.22,10235,15419.054871220607,28428.882418812995,37583.94624860023,37583.94624860023,False,False,True,True,-0.04461483929501227,-0.04312440550625574,,
1971,1,39,1957,15622.3,30042.88,44371.02,60492.5,10095,14790.341153218182,29118.484145398295,36051.456560969316,36051.456560969316,False,False,True,True,-0.054725037755564795,-0.03125252794386429,,
1972,1,40,1957,16352.55,30944.27,46832.03,64377.84,10034,15641.960947237227,30390.095554632324,40222.18529289572,40222.18529289572,False,False,True,True,-0.044426740969151106,-0.01807109346977599,,
1973,1,41,1957,16809.19,32816.92,48476.95,65977.32,10018,15265.657521286661,30955.361084831282,45796.97256385998,45796.97256385998,False,False,True,True,-0.09632006161427069,-0.058398034308111746,,
1974,1,42,1957,16226.63,31715.86,47397.13,63888.76,9857,14594.366096611804,29956.85672462423,46855.596415437896,50696.219072441,False,False,True,True,-0.10601814934550609,-0.05705863381312507,,
1975,1,43,1957,14873.21,30770.81,46473.46,62612.09,9617,13115.07842361935,28002.464742322394,45371.08211414261,49979.082641360226,False,False,False,True,-0.12579901506645108,-0.09427398051675052,-0.02400645269861298,
1976,1,44,1957,15547.92,31724.21,48552.39,66019.02,9524,13777.065567113363,28562.209102552093,46707.61253240872,51411.97638459376,False,False,False,True,-0.12092157339723406,-0.10499562778396405,-0.03873626047653398,
1977,1,45,1957,16171.61,32529.4,49887.46,68927.37,9390,13568.378750989998,28714.47596139744,47647.097474406735,52064.70916077557,False,False,False,True,-0.17551524205227806,-0.12474291129928292,-0.045947953769279896,
1978,1,46,1957,18176.86,34080.14,51923.79,71383.41,9308,14744.373475150087,30078.52188930618,48656.43246799529,52195.08210203131,False,False,False,True,-0.2092878058604005,-0.12490345137791328,-0.06499304747773096,
1979,1,47,1957,18630.21,34316.1,52093.08,71386.91,9218,14355.934934783705,29253.603263332832,48485.13874200534,62028.47358614091,False,False,False,True,-0.2606210156829738,-0.15961187721822645,-0.07177478514331093,
1980,1,48,1957,17851.21,33082.71,50877.66,70768.87,9003,13453.226613306653,27884.869707581063,46963.99108645232,63352.467142662244,False,False,False,True,-0.28285231886574036,-0.17092655207253116,-0.08004276643560891,
1981,1,49,1957,17514.02,32501.98,50646.95,70431.05,8797,12349.628454537866,27169.182599983305,46030.43333055022,66620.63204475245,False,False,False,True,-0.3493757250743391,-0.17921767222397983,-0.09557623983029577,
1982,1,50,1957,15244.31,31233.39,49875.97,69816.58,8528,11490.6889798825,25322.073863074398,44898.80323620755,66177.85690265663,False,False,False,False,-0.2826692651755149,-0.2098112148291482,-0.10512818323148902,-0.05352559826364234
1983,1,51,1957,15504.7,31621.42,50437.19,71401.17,8301,11424.514024540575,25093.129018187334,45290.037740142994,67731.04743120483,False,False,False,False,-0.3053818040376633,-0.23124067469126994,-0.10764170892324346,-0.05276957785422738
1984,1,52,1957,14679.99,31302.11,51108.69,72957.66,8250,10418.310065053725,25357.773554564727,46390.96557269206,69389.87647101821,False,False,False,False,-0.34292050067155416,-0.21060017528936295,-0.09684980867056926,-0.050138288186477344
1985,1,53,1957,14998.3,31211.66,50652.49,73487.88,8081,11201.263655777342,25440.158133460405,46323.87003406223,70245.21275656977,False,False,False,False,-0.2919102630008496,-0.2044627885584841,-0.08933101066172591,-0.0451283345845738
1986,1,54,1957,14567.29,31054.22,50947.43,74889.9,7972,11149.860935961442,26016.342183910034,47015.24694663742,71359.10999015323,False,False,False,False,-0.2673515785626384,-0.17700982286297837,-0.08032236456440354,-0.04829401888572783
1987,1,55,1957,15161.07,31389.74,51638.17,75515.0,7873,10098.963956412406,24526.055322715845,45625.67644593462,70512.40905280806,False,False,False,False,-0.4062981181858321,-0.24674505291337206,-0.12379048970026323,-0.06854260275544526
1958,1,25,1958,5635.718,12226.54,21707.95,29399.35,9356,6167.031222437819,12017.804433468571,19607.996707238195,26565.672958193685,False,False,False,True,0.09009300152244164,-0.017219745819769185,-0.10174107460389388,
1959,1,26,1958,7359.665,15610.47,25188.62,32778.86,9559,7478.067431352103,14332.962576758197,23680.546865948327,29912.269725408412,False,False,True,True,0.015959978411414718,-0.0853798830255224,,
1960,1,27,1958,8662.899,17423.89,27582.72,35417.96,9612,7970.112846232761,15327.140088909155,25749.59534936738,29428.108970705576,False,False,True,True,-0.08335077248456144,-0.12821713405593604,,
1961,1,28,1958,8451.652,18250.23,28983.16,37768.51,9575,8494.122955442754,16381.522842639595,26695.81500282008,29122.707275803725,False,False,True,True,0.005012582131111823,-0.10802363894918118,,
1962,1,29,1958,10230.1,20352.27,31421.89,40374.73,9626,10194.124533140086,17389.97714476838,28783.410446513182,28783.410446513182,False,False,True,True,-0.003522826926142537,-0.1572984394882069,,
1963,1,30,1958,10745.94,21634.13,33073.54,42865.21,9616,10668.885338035152,18966.907267618048,28450.360901427073,28450.360901427073,False,False,True,True,-0.00719641587480214,-0.13157642240297515,,
1964,1,31,1958,11677.88,23157.13,35051.16,45262.73,9687,11683.71890952536,20446.50809166938,28040.925382860867,28040.925382860867,False,False,True,True,0.0004998724333514949,-0.12449061002815305,,
1965,1,32,1958,13025.42,25043.13,36721.09,47558.33,9735,12668.401049194368,22457.620041753653,27640.147743696805,27640.147743696805,False,True,True,True,-0.027792046179621673,,,
1966,1,33,1958,13859.97,26484.45,38833.75,50295.74,9811,14039.676324719394,24709.830331506135,37064.7454972592,37064.7454972592,False,False,True,True,0.012882515279757296,-0.06935661472220842,,
1967,1,34,1958,14325.04,27483.26,39967.68,52096.03,9814,14242.868055201916,25198.920405357236,36154.97275551256,36154.97275551256,False,False,True,True,-0.0057527608432138945,-0.08677593950770916,,
1968,1,35,1958,15749.32,28983.59,41843.52,54835.25,9830,14763.336927752182,26363.101656700324,40889.1706695422,41126.4385844525,False,False,True,True,-0.06465031700012172,-0.09476443976790819,,
1969,1,36,1958,16534.02,30117.34,43423.23,57162.91,9786,16140.59173817227,27741.642049983588,39342.69236179491,39342.69236179491,False,False,True,True,-0.024082751452706636,-0.0821664781803852,,
1970,1,37,1958,15582.88,29317.89,43438.37,57956.37,9700,14937.209406494963,28910.72788353864,37583.94624860023,37583.94624860023,False,False,True,True,-0.04231750019034411,-0.013985176618591246,,
1971,1,38,1958,16227.78,29922.71,44366.4,59692.89,9622,14790.341153218182,29118.484145398295,36051.456560969316,36051.456560969316,False,False,True,True,-0.09275024550166534,-0.02724455734386475,,
1972,1,39,1958,16057.59,31127.5,46876.72,63345.47,9546,14748.134607395099,30390.095554632324,40222.18529289572,40222.18529289572,False,False,True,True,-0.08506502749872794,-0.02397492164188554,,
1973,1,40,1958,17080.57,32460.72,48493.91,65184.36,9508,15689.703563544623,31803.45316934721,45796.97256385998,45796.97256385998,False,False,True,True,-0.08493688693932128,-0.02045586886479003,,
1974,1,41,1958,16176.7,31155.13,47324.15,63454.77,9400,14210.303830911493,29956.85672462423,46471.534149737585,50696.219072441,False,False,False,True,-0.12960461196186893,-0.03922068126096742,-0.018180779706853,
1975,1,42,1958,15036.26,29952.0,46391.93,62449.04,9115,13469.54000263609,28356.926321339135,45371.08211414261,49979.082641360226,False,False,False,True,-0.11003377731338745,-0.05472478527570941,-0.022250577426951985,
1976,1,43,1958,16267.02,31179.85,48307.1,65121.84,9035,13777.065567113363,28898.23509199388,47043.6385218505,51411.97638459376,False,False,False,True,-0.1661344510433736,-0.0759915290695309,-0.02650289765681089,
1977,1,44,1958,16130.59,31901.47,49773.86,68047.0,8919,14199.466134756974,29976.65072893139,47962.641166290225,52064.70916077557,False,False,False,True,-0.12751310151691028,-0.062233320646972914,-0.03706754779164987,
1978,1,45,1958,17050.39,33301.64,51098.1,70870.3,8861,15039.26094465309,30373.409358809182,48951.319937498294,52195.08210203131,False,False,False,True,-0.12550889937217605,-0.0920391115215936,-0.042920980894048257,
1979,1,46,1958,18519.16,33809.58,51283.19,70579.73,8758,14897.668328549127,30066.203353980967,49026.87213577076,62028.47358614091,False,False,False,True,-0.2176011591288626,-0.11734246551347575,-0.04499445944350476,
1980,1,47,1958,17638.4,32380.69,50337.08,69822.25,8652,13453.226613306653,27884.869707581063,46963.99108645232,63352.467142662244,False,False,False,True,-0.2708593693397275,-0.14947802013338846,-0.06936082148998332,
1981,1,48,1958,16321.72,31302.94,49998.03,69607.0,8435,12798.705852884697,27842.798697503553,46928.588127243886,66687.99365450448,False,False,False,True,-0.2431526755687517,-0.11713766450625282,-0.06335655995097612,
1982,1,49,1958,15165.58,30312.01,49639.78,69812.32,8248,11490.6889798825,26598.817083061345,46388.33699285898,67667.39065930806,False,False,False,True,-0.2774913328711027,-0.13067725938138897,-0.06774445869284246,
1983,1,50,1958,14945.71,30050.55,50541.23,70740.18,8092,11220.50484553092,25909.165734225946,46310.08363519126,67527.03825219518,False,False,False,False,-0.286681407907398,-0.14828416818856296,-0.08742971234600136,-0.04648564393110978
1984,1,51,1958,15759.17,31368.94,51834.04,72945.86,8049,11401.169505153133,26537.20488268402,47570.39690081135,69979.59213507785,False,False,False,False,-0.32370647975829464,-0.16727052518424523,-0.08583642237852142,-0.041513863543350994
1985,1,52,1958,14749.6,30008.0,51417.6,72747.46,7971,10821.559803039128,25819.86198619862,47083.27773953866,71194.47238841532,False,False,False,False,-0.3096755414998936,-0.1503199726039341,-0.08806262569813424,-0.021578810942732826
1986,1,53,1958,14401.9,30448.41,51662.88,74488.51,7834,11335.6919515608,25830.511168310673,47572.73999343549,72659.92709934873,False,False,False,False,-0.2394038146540171,-0.16447737941793575,-0.08247962726795846,-0.024854861822670334
1987,1,54,1958,14562.35,30765.77,52025.89,75332.86,7699,11000.657166806372,25427.74853310981,47068.385582564966,72135.4568315172,False,False,False,False,-0.2804844173928799,-0.190561668664996,-0.10013992269320432,-0.043370731013120375
1988,1,55,1958,14033.62,29726.63,51371.56,73799.31,7593,10588.136960660922,25168.52228353826,46344.796204860104,71686.8945041469,False,False,False,False,-0.28172165962285195,-0.1664491790806011,-0.10297569796798238,-0.02904143343932295
1959,1,25,1959,6543.309,13485.45,22739.56,30896.88,9958,6854.895145406094,12463.445718920171,20564.685436218282,29619.378751013788,False,False,False,True,0.046520016006736886,-0.07881130886853799,-0.10053083348029138,
1960,1,26,1959,8227.608,16111.89,25792.51,33799.41,9939,7357.027242676394,14100.968881796422,23297.252935141914,29428.108970705576,False,False,True,True,-0.11183938455518327,-0.13331399869899122,,
1961,1,27,1959,8045.148,16988.25,27254.0,35984.75,9933,7887.3998871968415,15168.076706147773,25482.36886632826,29122.707275803725,False,False,True,True,-0.019802641597870988,-0.11332892600954678,,
1962,1,28,1959,9750.38,19188.94,29808.82,38965.54,10025,8994.81576453537,16790.322760466024,28183.756062210825,28783.410446513182,False,False,True,True,-0.08065787340257409,-0.13353137711165658,,
1963,1,29,1959,10568.12,20703.56,31532.48,41484.18,10015,10668.885338035152,18374.191415504985,28450.360901427073,28450.360901427073,False,False,True,True,0.009489670753698408,-0.11935862662836928,,
1964,1,30,1959,11450.04,22339.27,33725.05,44035.94,10095,11099.532964049093,19862.322146193113,28040.925382860867,28040.925382860867,False,False,True,True,-0.031090191321723165,-0.1175215387223382,,
1965,1,31,1959,12518.68,23741.73,35707.62,46441.21,10162,12092.564637867352,21881.78363042664,27640.147743696805,27640.147743696805,False,True,True,True,-0.034631157817359856,,,
1966,1,32,1959,13837.5,25771.23,38019.45,49700.45,10246,13478.08927173062,24148.24327851736,36806.415452884365,37064.7454972592,False,False,True,True,-0.026316948018002956,-0.06504711808137821,,
1967,1,33,1959,14522.25,26431.48,39173.36,51126.42,10220,14242.868055201916,24651.117787849467,36154.97275551256,36154.97275551256,False,False,True,True,-0.01942566199467247,-0.06973347819791705,,
1968,1,34,1959,15343.33,27987.07,41042.08,54218.36,10231,15290.598960886187,26363.101656700324,40599.176551318495,41126.4385844525,False,False,True,True,-0.003442659363831189,-0.05977724981582143,,
1969,1,35,1959,15777.43,29153.94,42525.41,56093.6,10226,15636.198246354386,27741.642049983588,39342.69236179491,39342.69236179491,False,False,True,True,-0.008991811077476833,-0.04965545917463612,,
1970,1,36,1959,15154.04,29233.56,42677.05,57628.72,10159,14937.209406494963,28428.882418812995,37583.94624860023,37583.94624860023,False,False,True,True,-0.014411787528806482,-0.027911749421207388,,
1971,1,37,1959,15160.1,29326.47,43613.02,58768.5,10016,14790.341153218182,28656.285984360227,36051.456560969316,36051.456560969316,False,False,True,True,-0.02469263356327854,-0.023117695979791828,,
1972,1,38,1959,15400.63,30354.34,45442.13,62567.84,9995,15195.047777316162,29943.18238471126,40222.18529289572,40222.18529289572,False,False,True,True,-0.013438847031138694,-0.013637840217366623,,
1973,1,39,1959,15939.89,31502.38,47493.16,64569.49,10006,16113.749605802586,31379.407127089245,45796.97256385998,45796.97256385998,False,False,True,True,0.010848147851794322,-0.003911244743423345,,
