year,sex,age,cohort,p10_guv,p25_guv,p50_guv,p75_guv,n,p10_epuf,p25_epuf,p50_epuf,p75_epuf,p10_cens,p25_cens,p50_cens,p75_cens,gap_p10,gap_p25,gap_p50,gap_p75
1993,1,36,1982,10419.71,22803.58,40947.79,62242.29,19498,9688.65841509846,21285.688942261768,38167.442241296965,59893.52474788139,False,False,False,False,-0.07274323898058807,-0.06888257492085102,-0.07031498573637862,-0.03846627401138724
1994,1,37,1982,11458.55,24004.28,42203.06,64447.14,19631,9922.687592743607,22002.48118390974,39259.32917128992,61405.61742176116,False,False,False,False,-0.14391236494012272,-0.08707691969596672,-0.07230362838311259,-0.04834403299370087
1995,1,38,1982,11495.99,24722.01,42933.84,66252.66,19659,10284.399392320185,22682.031536486986,40010.540101629216,62974.33600502908,False,False,False,False,-0.11137015397741071,-0.08612089119634089,-0.07051740423077567,-0.050748336607367966
1996,1,39,1982,12104.8,25525.61,44000.77,67959.3,19679,10070.088867801132,22899.10619253408,41245.980431130665,65386.60442928406,False,False,False,False,-0.18403253645861536,-0.10858438299949211,-0.06465346982623406,-0.038591584330815894
1997,1,40,1982,12733.38,26542.12,45657.11,70515.01,19630,10848.462692399813,23595.406355969593,42851.42763497926,67802.89182749884,False,False,False,False,-0.16020350924772303,-0.11768085798905512,-0.06342038366250793,-0.03922074859823479
1998,1,41,1982,13585.28,27817.86,47411.89,73822.1,19651,11842.542065428159,25569.12491399262,45082.40445361856,71324.40107587415,False,False,False,False,-0.13728854575111746,-0.08429269489459246,-0.050381015897191087,-0.034419644821679744
1999,1,42,1982,14026.4,29023.62,48931.93,76813.65,19601,12466.734064850203,26392.341264948835,46286.06583651831,74269.90506719271,False,False,False,False,-0.11787744616461213,-0.09503611677034929,-0.05558918668536308,-0.03367653526738308
2000,1,43,1982,14751.49,29600.03,50210.7,79181.85,19569,12551.705721021988,26785.59880671703,47230.645238897174,76345.42655054612,False,False,False,False,-0.161487524265138,-0.09991098971305327,-0.061185205948276505,-0.03647897712666322
2001,1,44,1982,14472.25,29252.99,50194.6,80148.35,19358,12568.008874622356,26913.31193353474,47479.14463746223,77439.24660120845,False,False,False,False,-0.141078415599691,-0.08336075905680952,-0.0556168968290681,-0.03438557832887282
2002,1,45,1982,13789.42,29437.8,50834.7,80781.09,18956,12025.65619395859,26932.459184386425,47726.823019773154,77665.69625264923,False,False,False,False,-0.13685924781015835,-0.08894734250053496,-0.06308562495784298,-0.03932923326475135
2003,1,46,1982,13697.7,29363.28,50598.34,81740.32,18702,11669.643264970538,26533.083634038278,47784.11821130042,78616.54410085415,False,False,False,False,-0.16023705825156673,-0.10135252076723704,-0.057225440136394384,-0.03896523095039139
2004,1,47,1982,13217.6,28481.04,50583.53,82706.55,18462,11872.097923146383,26982.040734423594,48927.43386508812,80346.52129806137,False,False,False,False,-0.10735834019163364,-0.054067116026683265,-0.03328777033353871,-0.02895000394314979
2005,1,48,1982,12592.29,28589.12,51050.63,82844.35,18235,12242.507668462296,27399.8981151299,49319.81660723383,81616.71778974865,False,False,False,False,-0.028170590930842843,-0.042486930906307036,-0.034491925513524105,-0.014929430152611991
2006,1,49,1982,13092.18,29527.0,51625.57,84454.1,17992,11809.992716063718,27480.944589302115,49624.68093192159,82897.06425698572,False,False,False,False,-0.1030690919496586,-0.07181225852895734,-0.03952878297923065,-0.018608543062773188
1983,1,25,1983,6571.136,14192.92,26364.11,39165.68,18270,6324.2845492992465,13872.624172656411,24073.08312313907,37129.670579756865,False,False,False,False,-0.038289811223196434,-0.02282583454852854,-0.09090928207716126,-0.05338445703744949
1984,1,26,1983,7632.886,16344.95,29029.74,42593.2,18883,7076.5879687157385,15922.322929610411,26930.348658723782,40690.3808201155,False,False,False,False,-0.07567415133513496,-0.02619689869604339,-0.07506696815260186,-0.04570289509192614
1985,1,27,1983,8112.373,17718.88,31175.58,45739.13,19128,7783.928981133407,17276.525299588782,29237.196660842557,44045.64691763294,False,False,False,False,-0.04132920591014089,-0.025282076805330938,-0.06419333919096926,-0.03772764175689183
1986,1,28,1983,8323.371,18579.38,32791.74,48789.93,19320,8176.564686371725,18211.439528737024,31033.77960509268,47572.73999343549,False,False,False,False,-0.01779524363041946,-0.02000242144897876,-0.055100378495567266,-0.025264031131756272
1987,1,29,1983,8701.34,19786.76,34707.98,51340.61,19502,8656.254819782063,19115.896060352057,32821.63285834032,49773.46521374686,False,False,False,False,-0.0051948766033363125,-0.03449278377146129,-0.05588179534076179,-0.031000041951586763
1988,1,30,1983,9253.337,20383.03,35746.25,53364.21,19903,8678.800787426986,19614.08977958499,33847.32307096524,51552.0766773163,False,False,False,False,-0.06410088222700419,-0.038454517634049556,-0.05458545440063112,-0.034547802174488086
1989,1,31,1983,9217.557,20946.27,36422.58,54638.03,20036,8819.832307168715,20135.8435691965,34946.505368026985,53085.40577333623,False,False,False,False,-0.044107177951091495,-0.039459098467279345,-0.04137043777746854,-0.028828114161785594
1990,1,32,1983,9581.628,21380.41,37340.75,56111.62,20018,8932.431791221827,20257.479240806646,35251.204033214715,54392.12930011863,False,False,False,False,-0.07015884005160183,-0.053951011627364695,-0.05758553796527207,-0.031123459793609552
1991,1,33,1983,9592.26,21048.61,37638.54,57230.78,19708,8648.63250685541,19768.302872812368,35366.729358390876,55289.47209739709,False,False,False,False,-0.10355530652649268,-0.06275473475651147,-0.0622569958699833,-0.0345093531250664
1992,1,34,1983,9814.7,21929.98,39076.74,59532.18,19460,9328.70450667189,20914.35365205472,36562.50314711724,57476.85679917196,False,False,False,False,-0.05078510902864608,-0.04741894957946041,-0.06650419399952724,-0.03513463035319617
1993,1,35,1983,10289.06,22344.1,39035.02,60187.12,19557,9248.264850775802,20845.29537793911,36846.26154832899,58572.34405491342,False,False,False,False,-0.10664524461877484,-0.06943402266913505,-0.05770502896417582,-0.027195735208361906
1994,1,36,1983,10991.17,23188.89,40536.34,62110.27,19703,9635.073459620604,21571.059984225234,37965.06557223641,60542.775022392154,False,False,False,False,-0.13168229708324006,-0.07232068387296908,-0.06553244590481715,-0.025561213312070105
1995,1,37,1983,10794.39,23456.88,41625.05,63966.15,19684,10143.517208863745,21977.62061920478,39165.24700089057,62551.68945465976,False,False,False,False,-0.06219175192890776,-0.06513915102139942,-0.06091235202768693,-0.02236079097443423
1996,1,38,1983,11620.61,24564.12,42593.72,65956.32,19698,10208.035290647722,22761.15976968749,40418.30189405112,64283.03304651134,False,False,False,False,-0.1296050619906014,-0.07623127720427285,-0.052424125002586704,-0.025696980072417185
1997,1,39,1983,12247.91,25534.57,44298.34,68566.35,19781,10712.856908744816,23731.012139624592,42037.79293304928,66853.65134191385,False,False,False,False,-0.13391070978532646,-0.07325049846486177,-0.05237815914895206,-0.025295967623605566
1998,1,40,1983,13686.21,27334.74,46681.15,72602.86,19756,11438.819040470382,24896.253205729652,44274.95840370301,69978.65765934822,False,False,False,False,-0.1793760066650094,-0.09344110220369324,-0.052921198763300654,-0.03681401001418691
1999,1,41,1983,14067.52,28628.4,47844.41,74735.42,19706,11936.234742941684,25861.841943040316,45755.56651460979,72943.65676242141,False,False,False,False,-0.16428988397157873,-0.10163063381060373,-0.04464083089757379,-0.024266825113131708
2000,1,42,1983,14997.35,29588.38,49207.86,76791.85,19698,12163.508636866669,26397.40172256171,46971.84718279363,75051.43627002838,False,False,False,False,-0.2094331446935536,-0.1141161309788189,-0.046504940706733985,-0.022924819325799303
2001,1,43,1983,14421.47,29484.04,49450.67,77892.45,19470,12187.16012084592,26532.463179758306,47352.19505287008,76169.75075528701,False,False,False,False,-0.16833511999390227,-0.10548009108240398,-0.043362430425621455,-0.022364616889577593
2002,1,44,1983,13958.53,29303.77,49255.08,78555.09,19172,11524.587185876982,26306.122924284417,47601.555767752754,77665.69625264923,False,False,False,False,-0.19160802170175,-0.10791445379108162,-0.03414706460716817,-0.01138649187455419
2003,1,45,1983,13741.93,28796.99,49860.09,80179.05,18951,11301.128214497785,25918.891883250355,47784.11821130042,78616.54410085415,False,False,False,False,-0.1955491799977423,-0.10529874863865864,-0.04252755385315881,-0.01968009677288995
2004,1,46,1983,13028.13,28658.53,50142.23,81020.48,18766,11752.177742104499,26622.28019129795,48807.51368404624,80346.52129806137,False,False,False,False,-0.10307230270157915,-0.07370266371453131,-0.026979297267355495,-0.008353165335198493
2005,1,47,1983,12025.31,27834.17,50056.11,81040.11,18513,11776.126423949449,26816.92155948884,48853.43536272098,80450.76467846653,False,False,False,False,-0.02093929762701979,-0.03723131287691875,-0.02431987549323033,-0.00729883888555827
2006,1,48,1983,12926.26,28758.78,50816.04,83142.11,18191,12037.107960603405,27367.38696703227,49624.68093192159,82897.06425698572,False,False,False,False,-0.07126669271660364,-0.049591064126969266,-0.023723743374772496,-0.0029516639313652117
1984,1,25,1984,6673.616,14831.35,26694.46,39611.2,18635,6290.300416636212,14153.175937431477,24374.91411446532,37152.086835757626,False,False,False,False,-0.05915301140098501,-0.04680413691961614,-0.09090155987175125,-0.06409196373169025
1985,1,26,1984,7212.475,16042.49,28808.13,42504.05,18955,7024.521275656978,15378.006035897708,26389.41776530594,40438.4603166199,False,False,False,False,-0.02640509853987999,-0.04230251818605827,-0.08769455140147944,-0.04981804535879693
1986,1,27,1984,7745.437,17354.76,30987.32,45939.29,19141,7619.071639573653,16724.791403942163,28617.976402301036,43670.28866584898,False,False,False,False,-0.016449365576641683,-0.03697468652493503,-0.07954302264177181,-0.05065276456096856
1987,1,28,1984,8263.116,18558.65,32908.2,48667.99,19328,7754.561609388098,17492.84828164292,30477.230511316015,46527.369656328585,False,False,False,False,-0.0635204911342642,-0.059143859862743474,-0.07674200263718026,-0.044980790252247604
1988,1,29,1984,8505.225,19353.73,34145.88,50755.36,19794,8331.648755929906,18572.633685093748,31764.410881982767,48427.70839384258,False,False,False,False,-0.020619314047593765,-0.04119597572614042,-0.07229542611172066,-0.046945090718258406
1989,1,30,1984,8891.39,20079.26,35267.68,52795.85,20004,8320.596516196902,18970.960056928932,32616.738343491852,50256.40295782928,False,False,False,False,-0.06634944383782486,-0.05677804966714825,-0.0781413610789615,-0.04929462827030486
1990,1,31,1984,9395.004,20798.21,36235.37,54226.24,19967,8613.416370106763,19140.925266903916,33337.11150652432,51840.00593119811,False,False,False,False,-0.08685702793162685,-0.08303819840192399,-0.08336447753832527,-0.045002757674879115
1991,1,32,1984,9271.025,20339.73,36299.55,55039.28,19757,8030.873042080024,18841.663675649288,33513.450964064716,52509.55450590785,False,False,False,False,-0.14360070060270416,-0.07650554544495562,-0.0798584649414774,-0.0470519685161564
1992,1,33,1984,9432.524,21310.07,37600.7,57294.8,19416,8726.852603015637,19710.649844742216,35208.336363890674,55069.44918454696,False,False,False,False,-0.07775893897452871,-0.07802064002025139,-0.06573978415960488,-0.039614768038432925
1993,1,34,1984,9835.456,21891.96,38187.99,58639.87,19491,8954.669141227365,19964.508249293798,35671.87871013524,55929.98266897748,False,False,False,False,-0.09381872777889902,-0.09216333655561434,-0.06815840109597354,-0.04731424169559219
1994,1,35,1984,10187.29,22626.6,39546.94,60541.34,19650,9491.266393059102,20995.831717979225,36958.4161063059,58098.05489084663,False,False,False,False,-0.0707688161377841,-0.07480227691590331,-0.06769492921462653,-0.04119425282028577
1995,1,36,1984,10674.64,23351.22,40679.73,62917.98,19783,9298.2241081251,21414.091885379017,38179.071716695486,59734.04578553094,False,False,False,False,-0.1380474090834481,-0.08660002651497084,-0.06344242932772703,-0.05192983440062595
1996,1,37,1984,11284.02,24387.55,42226.78,65229.34,19691,9932.142444954541,22485.266923994306,39314.73051127839,61937.94385811929,False,False,False,False,-0.12761135599503373,-0.08121246482279924,-0.07145534610986747,-0.051776389422500395
1997,1,38,1984,11898.05,25289.12,43971.53,68175.8,19700,10848.462692399813,23324.1947886596,41088.552447464295,65090.77615439888,False,False,False,False,-0.09235113853239271,-0.08088303896324936,-0.0678128255925282,-0.04630681133008556
1998,1,39,1984,13094.08,27301.1,46056.72,71516.84,19766,11438.819040470382,25030.827547382247,43063.78932882967,68632.91424282228,False,False,False,False,-0.13514746977390607,-0.08681882730169946,-0.06719119119523811,-0.04116072732101644
1999,1,40,1984,13834.1,28141.66,47607.01,74724.8,19775,11803.609912464555,25861.841943040316,44561.94304031562,70291.16015287882,False,False,False,False,-0.1587311492482595,-0.08448244240392747,-0.06609981959956662,-0.06116598540065846
2000,1,41,1984,14017.8,28832.69,49071.99,77477.67,19760,11775.31155271135,26009.20463840639,45807.25593032767,72463.45570899293,False,False,False,False,-0.1743228522243873,-0.10305931295840816,-0.06884589859131073,-0.06690739021611145
2001,1,42,1984,14091.4,28868.34,49318.64,78589.41,19584,12187.16012084592,26151.614425981872,46082.69920694864,73630.7590634441,False,False,False,False,-0.145181733808933,-0.09883456715114435,-0.06786451168388864,-0.06517409704605559
2002,1,43,1984,13585.23,28567.2,49518.14,79368.08,19224,11775.121689917787,25805.05391620281,46599.41775158954,75160.35121224119,False,False,False,False,-0.14299419872365934,-0.10168884557074893,-0.06075102063688196,-0.05447242491454133
2003,1,44,1984,13422.55,28800.68,49912.91,80806.75,18955,11301.128214497785,25796.05353309277,46801.41141003974,76159.77709770246,False,False,False,False,-0.17203356567075065,-0.11017748158047556,-0.0643663259277284,-0.059227037926305376
2004,1,45,1984,12952.58,28220.82,49961.14,82286.83,18801,11632.257561062617,26502.360010256063,47728.23205466929,77948.11767722372,False,False,False,False,-0.107512933098289,-0.06282621739097169,-0.045722413467330254,-0.05416762318686987
2005,1,46,1984,12053.15,28113.03,49985.32,82078.09,18600,11659.531112821236,26467.135626104206,47920.67287369528,78118.85845590227,False,False,False,False,-0.0332020697580713,-0.06032937163275987,-0.04218236700595706,-0.04943961796915445
2006,1,47,1984,12718.45,29000.8,50947.75,83552.96,18207,12264.223205143093,27140.271722492584,48716.21995376284,80625.91181158886,False,False,False,False,-0.036367353709228195,-0.06630474957371717,-0.04478856451584323,-0.03566059795833101
1985,1,25,1985,6762.525,14760.99,26514.72,39312.64,19077,6454.965496549655,14428.74640405217,24680.750427983974,37210.97756834507,False,False,False,False,-0.04654666196767597,-0.0227653953678223,-0.07167644557780983,-0.054942281992467895
1986,1,26,1985,7290.151,15998.19,28894.87,42724.41,19266,7247.409608374937,15609.805310346019,26759.66624630746,40882.823431858626,False,False,False,False,-0.005880149487133053,-0.02457632850218398,-0.07676830764017345,-0.044060409813603686
1987,1,27,1985,7851.944,17418.91,31059.72,45791.59,19535,7754.561609388098,16951.83235540654,28673.844090528084,43641.9513830679,False,False,False,False,-0.012479879476819243,-0.027180466162563394,-0.07992645137213687,-0.048081574370776335
1988,1,28,1985,8159.809,18234.16,32476.07,48427.71,20025,7810.920708684287,17531.17759060251,30375.80275599445,45997.64417336303,False,False,False,False,-0.043697916500138434,-0.03931588553036288,-0.06685718094335734,-0.05148198900122634
1989,1,29,1985,8630.123,19348.71,33538.66,49896.95,20231,8154.184585872963,18471.72426595712,31784.678691872163,48093.047863618085,False,False,False,False,-0.05672751599715676,-0.046384605781298986,-0.05371443176138254,-0.03682224703934132
1990,1,30,1985,9053.657,19648.16,34606.79,51894.24,20264,8134.893238434164,18662.402135231318,32380.065243179124,49606.89798339265,False,False,False,False,-0.10700614763575098,-0.05147277632847577,-0.06650694241554433,-0.04507790504679934
1991,1,31,1985,9028.555,19700.35,35167.5,53074.8,19997,8648.63250685541,18841.663675649288,32741.251633095482,50501.83624538784,False,False,False,False,-0.042991115722626885,-0.044565831332512,-0.07148655995988788,-0.049692542414680026
1992,1,32,1985,9510.765,20763.89,36655.79,55398.96,19757,8877.315578929702,19259.26091700003,34004.63255657817,52812.50454583602,False,False,False,False,-0.0689251033301781,-0.07522338867429403,-0.07507462975659107,-0.047812829821464016
1993,1,33,1985,9550.668,20928.97,36639.28,56470.2,19860,8807.871286453146,19817.710394519578,34791.09158148993,54168.40841168685,False,False,False,False,-0.08096531363142964,-0.05455832131377311,-0.05175952398583461,-0.041615197504640496
1994,1,34,1985,10060.74,22008.23,38209.54,58769.63,20006,9347.459326497601,20708.217584856222,35951.76664037539,56084.7559589856,False,False,False,False,-0.07353614402538466,-0.060885868043469786,-0.060906998097402056,-0.04676117905855726
1995,1,35,1985,10306.94,22549.6,39423.06,60849.83,20057,9720.870658494423,21554.974068835458,37333.77861595684,58466.106134422975,False,False,False,False,-0.0585422663711846,-0.04511072225695984,-0.054452414513655754,-0.039961821661036144
1996,1,36,1985,10566.7,23249.49,40528.66,63100.83,20082,10345.981713494313,22071.427655454536,38624.998397045434,60558.47962965338,False,False,False,False,-0.021109342699754473,-0.05199929052686398,-0.04810968444675787,-0.041124419561516544
1997,1,37,1985,11282.4,24494.47,42605.98,66242.07,20203,10577.251125089819,23188.5890050046,40410.523529189304,63327.90096688391,False,False,False,False,-0.06453841476873622,-0.05478707334743873,-0.05290438456747883,-0.04498975398227054
1998,1,38,1985,12540.98,25972.85,44856.32,69978.66,20204,11842.542065428159,24761.67886407706,42660.06630387189,66748.87345968599,False,False,False,False,-0.05730337418871393,-0.0477545106499056,-0.05020122545379908,-0.04725291829862577
1999,1,39,1985,12778.4,27010.37,46538.05,72698.3,20201,11936.234742941684,25596.592282086058,44031.44371840711,70291.16015287882,False,False,False,False,-0.06817753542417924,-0.05376163769678467,-0.05536624889934472,-0.03367195421182266
2000,1,40,1985,13664.54,27903.61,47592.96,75442.22,20133,12163.508636866669,26268.002694509934,45548.45787422412,72463.45570899293,False,False,False,False,-0.11636378203705033,-0.060404500231691895,-0.04390808367686197,-0.04028468965792971
2001,1,41,1985,13234.49,27982.23,48376.68,76705.48,19985,12187.16012084592,26405.51359516616,46082.69920694864,73630.7590634441,False,False,False,False,-0.0824433523321883,-0.05799682919878859,-0.048580288217308414,-0.04091029253045655
2002,1,42,1985,12981.45,27943.37,48505.98,77056.9,19687,11524.587185876982,26055.588420243614,46474.150499569136,75160.35121224119,False,False,False,False,-0.11903864613203233,-0.06994769027957548,-0.042790834525068884,-0.024920262599909343
2003,1,43,1985,12813.27,28077.16,49005.13,78380.7,19401,11546.804914812954,25796.05353309277,46555.73470972457,76159.77709770246,False,False,False,False,-0.10407258470748355,-0.08473491804771857,-0.05127479574940047,-0.028744259865845792
2004,1,44,1985,12553.24,27973.78,49399.92,79815.27,19178,12231.85846627203,26862.120553381712,47728.23205466929,77948.11767722372,False,False,False,False,-0.025934901804868068,-0.040550506525710565,-0.03442571497504919,-0.023671392143935266
2005,1,45,1985,11876.87,27485.0,49618.49,80972.51,19022,12359.102979590509,27166.70749287348,48153.8634959517,79284.8115671844,False,False,False,False,0.03980006372186702,-0.011648166929886803,-0.02996217274483462,-0.021063135365853258
2006,1,46,1985,12279.81,27956.87,50270.31,82212.81,18677,12491.33844968278,27480.944589302115,48602.662331493,80625.91181158886,False,False,False,False,0.017079029813471414,-0.01717012499826843,-0.033736334495843616,-0.01949104499348068
1986,1,25,1986,6606.292,14154.75,25867.68,38639.84,19334,6689.916561576865,14123.157185551161,24158.03202791646,37166.203119871476,False,False,False,False,0.012578873719182994,-0.00223445302272193,-0.06837739906071429,-0.03888403850578961
1987,1,26,1986,7305.519,15970.79,28213.98,42013.49,19658,7033.207041072926,15689.461860854988,26509.780385582566,40576.19446772842,False,False,False,False,-0.03798729449971389,-0.01777216082338981,-0.062303863727891304,-0.03480920570702615
1988,1,27,1986,7541.878,16796.95,30110.23,44822.54,20163,7810.920708684287,16663.29751185981,28119.314551263433,42873.27588988931,False,False,False,False,0.03505162271447129,-0.007988775271698124,-0.06840829032146958,-0.04446244569914886
1989,1,28,1986,8390.489,17842.69,31493.46,46823.32,20354,7987.772655549024,17140.428823365615,29621.32359766097,44931.22118746326,False,False,False,False,-0.04918684805066376,-0.040153968815542514,-0.06128541144289509,-0.04124846692481222
1990,1,29,1986,8434.768,18721.42,33034.05,48713.66,20373,7975.385527876631,17864.863582443653,30784.9881376038,47214.28232502966,False,False,False,False,-0.0560022216179508,-0.04683246745056483,-0.07051167465710531,-0.031263045119052
1991,1,30,1986,8704.23,18520.43,33077.93,50331.95,20082,7721.993309692331,17915.024478486208,31196.852971157015,48185.23825248014,False,False,False,False,-0.11973658295085546,-0.03323472996686663,-0.05854906920417402,-0.04358735049813316
1992,1,31,1986,9078.936,19560.19,34517.71,52699.66,19942,8125.000699359387,18356.483061515653,32500.002797437548,51006.94883486726,False,False,False,False,-0.11101119083947796,-0.06351356580114383,-0.060232350249474584,-0.0326471288066269
1993,1,32,1986,8972.285,19678.25,35300.48,53641.4,19987,8661.073431678926,18936.923265874262,33323.11303374774,52113.238444847775,False,False,False,False,-0.03530171390350858,-0.03840033670747913,-0.05764532026224598,-0.028902144686028485
1994,1,33,1986,9432.306,20936.87,36672.24,55975.46,20148,9203.6522599361,19845.375185487213,34945.11717444488,54502.87822680909,False,False,False,False,-0.024540215403856966,-0.05354072772976399,-0.048241315539550425,-0.02665986862969094
1995,1,34,1986,9853.3,21781.79,38081.86,57844.82,20226,9720.870658494423,20709.68096809681,36065.838964848874,56352.87338257636,False,False,False,False,-0.013531236076213668,-0.05047302905754851,-0.05439192500579793,-0.026130676821067598
1996,1,35,1986,10837.07,23397.09,39818.23,60959.9,20240,9932.142444954541,21519.64196406817,37659.3734371193,58765.1761326477,False,False,False,False,-0.08719645470794318,-0.08364555785832409,-0.05574296188982864,-0.03666683413951021
1997,1,36,1986,11393.6,24520.24,41727.25,64210.7,20303,10848.462692399813,22646.16587038461,39325.67725994933,61700.63156302394,False,False,False,False,-0.04902841163427643,-0.07950833859401059,-0.059276721681631825,-0.03987569658672042
1998,1,37,1986,12909.72,26264.88,44196.91,68398.76,20386,11169.670357165196,24223.38149746669,41583.47157065115,65537.70438481265,False,False,False,False,-0.14477841480871034,-0.08091434128289554,-0.06095210683529797,-0.042729079322054726
1999,1,38,1986,13177.6,26872.44,45962.46,71037.84,20349,11803.609912464555,25198.717790654668,43235.694735544326,68964.91184810751,False,False,False,False,-0.11011300893997318,-0.06430811419709849,-0.06115855524645804,-0.029614841501616834
2000,1,39,1986,13686.54,27801.38,47080.54,74029.19,20326,12163.508636866669,26009.20463840639,44772.06370591348,71169.46542847519,False,False,False,False,-0.11797249399610878,-0.06663515982865495,-0.05027538524255423,-0.039395604793841014
2001,1,40,1986,13503.63,27921.29,47625.14,75541.35,20117,11806.311367069486,25643.81608761329,45574.90086858006,72361.26321752265,False,False,False,False,-0.1343242880889479,-0.08508702591708597,-0.044003627639880916,-0.043009070675544006
2002,1,41,1986,12694.58,27759.22,47991.14,76743.73,19797,11524.587185876982,25554.519412162004,45973.08149148753,73907.67869203717,False,False,False,False,-0.09669236148970903,-0.08275385123761021,-0.042960370303074646,-0.03765496024003281
2003,1,42,1986,12915.22,27824.12,48684.52,78248.03,19587,11055.451514182616,25550.3768327776,46187.219659251816,74931.39359612661,False,False,False,False,-0.15548280485218363,-0.08525120504844157,-0.05265798601631365,-0.043310710540813015
2004,1,43,1986,13066.5,27927.01,48925.04,79859.65,19424,11752.177742104499,26262.5196481723,47248.55133050176,77948.11767722372,False,False,False,False,-0.10601313977446719,-0.06145150656243084,-0.03486733706191716,-0.02422727156623633
2005,1,44,1986,11659.53,27945.62,48665.87,80687.48,19229,11776.126423949449,26350.54031497599,47804.077562567065,78118.85845590227,False,False,False,False,0.009950426296224692,-0.058771698823869276,-0.017867022527835657,-0.03235192753491421
2006,1,45,1986,12035.79,28139.58,50019.86,82334.23,18888,12264.223205143093,27026.71410022274,48716.21995376284,80625.91181158886,False,False,False,False,0.018801630473312212,-0.040351338222599155,-0.026408093329440947,-0.020966854245811833
1987,1,25,1987,6484.978,14205.27,26001.22,38572.63,19267,6492.191114836547,14246.752724224645,24345.71668063705,36969.42162615256,False,False,False,False,0.0011116624150527498,0.002915979227238753,-0.06578753228162879,-0.042451829190214084
1988,1,26,1987,7140.917,15934.28,28280.74,41448.22,19779,7116.616645690128,15274.689385871496,26383.554393778035,39922.48362216413,False,False,False,False,-0.0034087772042641247,-0.04227559324321282,-0.06944013117328539,-0.03750527286196409
1989,1,27,1987,7644.964,16924.09,29789.4,43822.92,20068,7322.124934253273,16308.369171745926,27957.204294421586,42601.45416292813,False,False,False,False,-0.043146552998402636,-0.037059628571690546,-0.06347770263902136,-0.02826858021365274
1990,1,28,1987,8018.453,17713.33,30906.21,46303.49,20063,7815.877817319099,16907.81731909846,29349.418742586004,44502.651245551606,False,False,False,False,-0.025588228265695085,-0.04654138524149369,-0.05168439284874091,-0.03966857027198982
1991,1,29,1987,7919.676,17669.46,31576.78,47619.99,19819,7721.993309692331,17297.26501371082,29961.334041606246,46177.51999196014,False,False,False,False,-0.025277764452665944,-0.02128932828007529,-0.05251435527985567,-0.030759531654394445
1992,1,30,1987,8128.01,18297.8,32849.08,49810.77,19617,8275.46367527345,17754.631157859403,31747.687917867235,48750.004196156326,False,False,False,False,0.01797883180866568,-0.03013444184911817,-0.03410383724757055,-0.021525942190077002
1993,1,31,1987,8901.822,19102.8,33781.12,51223.64,19765,8514.275576904707,18349.731846777388,32295.5280503282,50204.86633278293,False,False,False,False,-0.04451174050383762,-0.0402199600277871,-0.04497329635422872,-0.02008918333668876
1994,1,32,1987,9472.571,20465.18,35343.46,53723.45,19884,8916.038126813097,19126.339852679706,33794.66064195286,52345.772228386566,False,False,False,False,-0.06054866752542609,-0.06765847049507429,-0.04481054731698962,-0.02597841715406884
1995,1,33,1987,10046.31,21481.71,36822.38,55671.0,20068,8875.577557755776,19864.387867358168,35079.663680653786,54380.52281418619,False,False,False,False,-0.12390199273041316,-0.07827330124965609,-0.048484232251734226,-0.023453311782716993
1996,1,34,1987,10192.86,22059.01,38360.14,58061.65,20127,9380.356753568178,20691.963426988626,36279.90920865339,56971.872635642016,False,False,False,False,-0.08306967945150805,-0.0639757505673258,-0.05575477691763216,-0.01894769356044898
1997,1,35,1987,11347.49,23469.29,40482.39,62194.24,20155,10306.039557779823,22103.74273576462,38240.83099070934,60073.36215916397,False,False,False,False,-0.09626648587282191,-0.05994580927627572,-0.056963245862626515,-0.03469587297276347
1998,1,36,1987,11975.77,25034.87,42684.29,66261.71,20205,11035.096015512603,23415.93544755113,40641.451179083,64057.386626634136,False,False,False,False,-0.08180470118727051,-0.06685286041915553,-0.04904242606669632,-0.03383285632805481
1999,1,37,1987,12820.84,26365.82,44438.6,69136.0,20240,11670.985081987425,24668.21846874615,42439.945752681546,66312.41523856492,False,False,False,False,-0.09396611774954369,-0.06655276088597407,-0.046018425591941726,-0.04169844102821998
2000,1,38,1987,13342.33,27598.22,46011.71,71980.8,20296,11775.31155271135,25491.608526199296,43995.669537602844,69875.47514795746,False,False,False,False,-0.12493658952295315,-0.0794019572871535,-0.044804719835459986,-0.029684685364598628
2001,1,39,1987,13037.72,27251.0,46539.72,73822.45,20147,11806.311367069486,25770.765672205434,44940.15294561933,71091.7673716012,False,False,False,False,-0.09921244448510023,-0.0558494816949142,-0.034974471445303905,-0.03769134521270314
2002,1,40,1987,12931.34,27538.75,47021.57,75124.02,19824,11274.05268183618,25679.786664182408,45221.47797936512,71402.33365162913,False,False,False,False,-0.13714995986192038,-0.06988993242691702,-0.03903428208908334,-0.05080979483725267
2003,1,41,1987,12405.45,27489.99,47618.29,76417.73,19560,11423.96656465537,25427.538482620017,45941.54295893665,73703.01009455077,False,False,False,False,-0.08242241335151634,-0.07798915946674684,-0.03584714804128762,-0.036171096419198905
2004,1,42,1987,12411.74,27494.1,48115.57,77666.3,19463,11512.337380020734,25662.918742962887,46529.03024425047,75549.71405638606,False,False,False,False,-0.07522352292882581,-0.06892433667808001,-0.033529401232518734,-0.02763053997094544
2005,1,43,1987,12066.88,27283.3,48602.67,78686.18,19264,11309.745179436599,25650.968448206717,46871.315073541366,75786.95223333803,False,False,False,False,-0.06479975024492596,-0.06169346623179176,-0.0362725982329441,-0.037541392738713916
