fold,smooth_frac,year,heldout_negll,n_test,cells,bad_cells
1,3e-05,1952,332149.52185851877,291301,109,0
1,3e-05,1953,330380.3903348873,295971,108,0
1,3e-05,1954,328630.1190334452,291310,109,0
1,3e-05,1955,382533.2618250331,319229,112,0
1,3e-05,1956,385986.84665769374,331582,113,0
1,3e-05,1957,395953.51284110104,346282,112,0
1,3e-05,1958,395971.67548548366,342372,111,0
1,3e-05,1959,416675.7972884679,350495,111,0
1,3e-05,1960,420927.6869079512,355186,111,0
1,3e-05,1961,423713.43353012396,357149,112,0
1,3e-05,1962,425337.2065624747,364633,112,0
1,3e-05,1963,427752.9962498865,370377,111,0
1,3e-05,1964,431823.0896061052,380166,111,0
1,3e-05,1965,442009.88829136547,396145,112,0
1,3e-05,1966,500637.08043727494,416416,113,0
1,3e-05,1967,506402.0692030673,425513,112,0
1,3e-05,1968,532908.9193515489,438751,112,0
1,3e-05,1969,547621.6119804352,453902,114,0
1,3e-05,1970,553583.7962123114,456271,113,0
1,3e-05,1971,556401.6763515255,458219,114,0
1,3e-05,1972,584647.7261992655,472381,114,0
1,3e-05,1973,618719.4583223708,490799,114,0
1,3e-05,1974,641425.2696449948,498076,113,0
1,3e-05,1975,649173.7019190294,493099,113,0
1,3e-05,1976,664575.5648222204,505764,114,0
1,3e-05,1977,685695.8220683928,521193,113,0
1,3e-05,1978,702310.7156653743,537604,113,0
1,3e-05,1979,722626.0605695581,551045,114,0
1,3e-05,1980,740139.8045129547,554104,114,0
1,3e-05,1981,746271.4852337055,555002,114,0
1,3e-05,1982,750590.3737381599,547241,113,0
1,3e-05,1983,764297.8751411377,553036,113,0
1,3e-05,1984,795547.1261695607,575145,115,0
1,3e-05,1985,820238.597968739,591637,114,0
1,3e-05,1986,841372.0450673979,603443,114,0
1,3e-05,1987,862456.1295056763,618307,114,0
1,3e-05,1988,890413.6525242939,637619,114,0
1,3e-05,1989,909277.3018438761,650254,115,0
1,3e-05,1990,919958.4903406955,655142,115,0
1,3e-05,1991,924633.1019661182,653117,116,0
1,3e-05,1992,937099.6625927605,657701,117,0
1,3e-05,1993,954947.706140053,667817,118,0
1,3e-05,1994,972404.5417015874,681922,119,0
1,3e-05,1995,987799.4925032599,693721,119,0
1,3e-05,1996,1004210.5072598935,705202,120,0
1,3e-05,1997,1020418.9280543769,718499,120,0
1,3e-05,1998,1035117.9969342302,731676,119,0
1,3e-05,1999,1052196.8477654734,743805,120,0
1,3e-05,2000,1075323.8289482952,756573,121,0
1,3e-05,2001,1087142.5938186145,758111,121,0
1,3e-05,2002,1095214.056106204,755965,122,0
1,3e-05,2003,1100111.2489876726,756093,122,0
1,3e-05,2004,1112071.8264490045,763912,123,0
1,3e-05,2005,1122894.191580241,771216,123,0
1,3e-05,2006,1134738.1906288813,777172,123,0
1,0.0001,1951,327497.88417281344,283353,107,0
1,0.0001,1952,331335.0910766292,291301,109,0
1,0.0001,1953,330467.29169917834,295971,108,0
1,0.0001,1954,328399.8177731034,291310,109,0
1,0.0001,1955,382485.4783869426,319229,112,0
1,0.0001,1956,385905.37735785486,331582,113,0
1,0.0001,1957,395891.4411173606,346282,112,0
1,0.0001,1958,395791.29608068493,342372,111,0
1,0.0001,1959,416639.544445083,350495,111,0
1,0.0001,1960,420937.5929074085,355186,111,0
1,0.0001,1961,423577.40809654666,357149,112,0
1,0.0001,1962,425375.81037986133,364633,112,0
1,0.0001,1963,427744.1604835642,370377,111,0
1,0.0001,1964,431876.2869102621,380166,111,0
1,0.0001,1965,442110.57743318786,396145,112,0
1,0.0001,1966,500649.18674591277,416416,113,0
1,0.0001,1967,506504.40148992965,425513,112,0
1,0.0001,1968,532896.2614065096,438751,112,0
1,0.0001,1969,547631.2391675657,453902,114,0
1,0.0001,1970,553521.4169208624,456271,113,0
1,0.0001,1971,556273.7608226277,458219,114,0
1,0.0001,1972,584517.6875846714,472381,114,0
1,0.0001,1973,618721.2826736987,490799,114,0
1,0.0001,1974,641462.7225928638,498076,113,0
1,0.0001,1975,649202.6150610866,493099,113,0
1,0.0001,1976,664581.242216543,505764,114,0
1,0.0001,1977,685691.1729893923,521193,113,0
1,0.0001,1978,702304.0323363148,537604,113,0
1,0.0001,1979,722630.5362050689,551045,114,0
1,0.0001,1980,740141.6240057237,554104,114,0
1,0.0001,1981,746286.9905199229,555002,114,0
1,0.0001,1982,750560.1310002394,547241,113,0
1,0.0001,1983,764330.052707777,553036,113,0
1,0.0001,1984,795521.0117621019,575145,115,0
1,0.0001,1985,820251.7731886654,591637,114,0
1,0.0001,1986,841394.5935189257,603443,114,0
1,0.0001,1987,862432.456086458,618307,114,0
1,0.0001,1988,890406.5269721306,637619,114,0
1,0.0001,1989,909263.5662282311,650254,115,0
1,0.0001,1990,919959.063124159,655142,115,0
1,0.0001,1991,924620.1221422694,653117,116,0
1,0.0001,1992,937082.6349715908,657701,117,0
1,0.0001,1993,954953.1417816671,667817,118,0
1,0.0001,1994,972408.3669217837,681922,119,0
1,0.0001,1995,987806.3239493704,693721,119,0
1,0.0001,1996,1004212.2313899201,705202,120,0
1,0.0001,1997,1020399.0722491784,718499,120,0
1,0.0001,1998,1035108.7286682979,731676,119,0
1,0.0001,1999,1052250.3450779496,743805,120,0
1,0.0001,2000,1075324.4345562386,756573,121,0
1,0.0001,2001,1087170.8380499997,758111,121,0
1,0.0001,2002,1095183.825479812,755965,122,0
1,0.0001,2003,1100104.5476984852,756093,122,0
1,0.0001,2004,1112055.8051386254,763912,123,0
1,0.0001,2005,1122903.2507478518,771216,123,0
1,0.0001,2006,1134718.9203997713,777172,123,0
1,0.0003,1951,327533.47888432286,283353,107,0
1,0.0003,1952,331692.68207217177,291301,109,0
1,0.0003,1953,329857.3962217109,295971,108,0
1,0.0003,1954,328452.7235199483,291310,109,0
1,0.0003,1955,382651.0346110949,319229,112,0
1,0.0003,1956,385687.8394412229,331582,113,0
1,0.0003,1957,395871.58710298693,346282,112,0
1,0.0003,1958,395849.20465115836,342372,111,0
1,0.0003,1959,416697.1396102105,350495,111,0
1,0.0003,1960,420938.3724729866,355186,111,0
1,0.0003,1961,423594.08367487486,357149,112,0
1,0.0003,1962,425382.4932853642,364633,112,0
1,0.0003,1963,427754.34755757364,370377,111,0
1,0.0003,1964,431874.0581373371,380166,111,0
1,0.0003,1965,441997.9831514808,396145,112,0
1,0.0003,1966,500611.34147214255,416416,113,0
1,0.0003,1967,506435.60002860887,425513,112,0
1,0.0003,1968,532909.9598021518,438751,112,0
1,0.0003,1969,547597.7048042722,453902,114,0
1,0.0003,1970,553548.6088510915,456271,113,0
1,0.0003,1971,556256.9609015626,458219,114,0
1,0.0003,1972,584590.7852965621,472381,114,0
1,0.0003,1973,618712.1189911193,490799,114,0
1,0.0003,1974,641457.9566276465,498076,113,0
1,0.0003,1975,649106.3669279328,493099,113,0
1,0.0003,1976,664556.6573180698,505764,114,0
1,0.0003,1977,685672.4743536897,521193,113,0
1,0.0003,1978,702319.5877407881,537604,113,0
1,0.0003,1979,722616.8700555376,551045,114,0
1,0.0003,1980,740127.8426579047,554104,114,0
1,0.0003,1981,746171.3952681342,555002,114,0
1,0.0003,1982,750480.7357456018,547241,113,0
1,0.0003,1983,764310.6901240662,553036,113,0
1,0.0003,1984,795521.962547593,575145,115,0
1,0.0003,1985,820224.4905621296,591637,114,0
1,0.0003,1986,841366.1788416178,603443,114,0
1,0.0003,1987,862430.4986212186,618307,114,0
1,0.0003,1988,890348.7493303567,637619,114,0
1,0.0003,1989,909248.1244225381,650254,115,0
1,0.0003,1990,919952.1063059368,655142,115,0
1,0.0003,1991,924611.1657071937,653117,116,0
1,0.0003,1992,937065.2036325627,657701,117,0
1,0.0003,1993,954951.3953554786,667817,118,0
1,0.0003,1994,972409.8070792524,681922,119,0
1,0.0003,1995,987826.1557038737,693721,119,0
1,0.0003,1996,1004215.3969592816,705202,120,0
1,0.0003,1997,1020404.4729122882,718499,120,0
1,0.0003,1998,1035209.4590373494,731676,119,0
1,0.0003,1999,1052300.1198275797,743805,120,0
1,0.0003,2000,1075314.78726999,756573,121,0
1,0.0003,2001,1087140.6712893802,758111,121,0
1,0.0003,2002,1095156.6055763366,755965,122,0
1,0.0003,2003,1100084.653906482,756093,122,0
1,0.0003,2004,1112070.1483232575,763912,123,0
1,0.0003,2005,1122926.9423010761,771216,123,0
1,0.0003,2006,1134735.6675164474,777172,123,0
1,0.001,1951,327760.9987401424,283353,107,0
1,0.001,1952,331557.6924415539,291301,109,0
1,0.001,1953,329995.9909624632,295971,108,0
1,0.001,1954,328468.3756011426,291310,109,0
1,0.001,1955,382477.49261176045,319229,112,0
1,0.001,1956,385821.686691225,331582,113,0
1,0.001,1957,395914.9896010509,346282,112,0
1,0.001,1958,395820.4854040012,342372,111,0
1,0.001,1959,416623.71714645723,350495,111,0
1,0.001,1960,420870.5462568449,355186,111,0
1,0.001,1961,423534.2557495595,357149,112,0
1,0.001,1962,425311.2190261015,364633,112,0
1,0.001,1963,427616.193934735,370377,111,0
1,0.001,1964,432046.2389188424,380166,111,0
1,0.001,1965,442048.3968536543,396145,112,0
1,0.001,1966,500629.5375990443,416416,113,0
1,0.001,1967,506467.7170531127,425513,112,0
1,0.001,1968,532879.1736319041,438751,112,0
1,0.001,1969,547535.3241170302,453902,114,0
1,0.001,1970,553429.2104363363,456271,113,0
1,0.001,1971,556193.9704927417,458219,114,0
1,0.001,1972,584612.5607249816,472381,114,0
1,0.001,1973,618694.9368202105,490799,114,0
1,0.001,1974,641418.3155923471,498076,113,0
1,0.001,1975,649114.7448149255,493099,113,0
1,0.001,1976,664613.4798313197,505764,114,0
1,0.001,1977,685618.7499042581,521193,113,0
1,0.001,1978,702313.4416761169,537604,113,0
1,0.001,1979,722587.6016174703,551045,114,0
1,0.001,1980,740190.3169900039,554104,114,0
1,0.001,1981,746181.9164935891,555002,114,0
1,0.001,1982,750433.5829612776,547241,113,0
1,0.001,1983,764264.5349569902,553036,113,0
1,0.001,1984,795513.5378917342,575145,115,0
1,0.001,1985,820214.8923120872,591637,114,0
1,0.001,1986,841411.7114055189,603443,114,0
1,0.001,1987,862401.2997107534,618307,114,0
1,0.001,1988,890308.4261456,637619,114,0
1,0.001,1989,909251.2352131841,650254,115,0
1,0.001,1990,919991.4973462324,655142,115,0
1,0.001,1991,924614.4362874143,653117,116,0
1,0.001,1992,937133.3294303638,657701,117,0
1,0.001,1993,954900.8577405083,667817,118,0
1,0.001,1994,972357.8668119018,681922,119,0
1,0.001,1995,987781.6080724498,693721,119,0
1,0.001,1996,1004243.4746119195,705202,120,0
1,0.001,1997,1020434.3614239244,718499,120,0
1,0.001,1998,1035131.1481480681,731676,119,0
1,0.001,1999,1052324.5629651928,743805,120,0
1,0.001,2000,1075442.0107070557,756573,121,0
1,0.001,2001,1087150.3098292518,758111,121,0
1,0.001,2002,1095160.899590082,755965,122,0
1,0.001,2003,1100071.5220979226,756093,122,0
1,0.001,2004,1112053.0774262655,763912,123,0
1,0.001,2005,1122960.4454272306,771216,123,0
1,0.001,2006,1134762.7443384556,777172,123,0
1,0.003,1951,327559.9801543961,283353,107,0
1,0.003,1952,331619.42881182244,291301,109,0
1,0.003,1953,329505.5472699608,295971,108,0
1,0.003,1954,329318.75647921633,291310,109,0
1,0.003,1955,382308.14705988363,319229,112,0
1,0.003,1956,385817.9004085073,331582,113,0
1,0.003,1957,395815.7777961101,346282,112,0
1,0.003,1958,395750.9700287727,342372,111,0
1,0.003,1959,416563.34540309786,350495,111,0
1,0.003,1960,420853.4361726452,355186,111,0
1,0.003,1961,423465.83662229596,357149,112,0
1,0.003,1962,425180.94200852816,364633,112,0
1,0.003,1963,427720.6950993019,370377,111,0
1,0.003,1964,431700.75980447035,380166,111,0
1,0.003,1965,441788.86865854554,396145,112,0
1,0.003,1966,500593.1071656097,416416,113,0
1,0.003,1967,506351.4926402982,425513,112,0
1,0.003,1968,532838.6122417414,438751,112,0
1,0.003,1969,547557.5689820623,453902,114,0
1,0.003,1970,553255.580250345,456271,113,0
1,0.003,1971,555846.4674810873,458219,114,0
1,0.003,1972,584367.9662859406,472381,114,0
1,0.003,1973,618655.1931118267,490799,114,0
1,0.003,1974,641370.6552651093,498076,113,0
1,0.003,1975,649112.4638999042,493099,113,0
1,0.003,1976,664637.2094054524,505764,114,0
1,0.003,1977,685661.5642289292,521193,113,0
1,0.003,1978,702320.4570075937,537604,113,0
1,0.003,1979,722612.0350648606,551045,114,0
1,0.003,1980,740051.757626183,554104,114,0
1,0.003,1981,746134.5621555072,555002,114,0
1,0.003,1982,750545.0932958673,547241,113,0
1,0.003,1983,764271.8937092029,553036,113,0
1,0.003,1984,795534.4705933109,575145,115,0
1,0.003,1985,820222.5258929724,591637,114,0
1,0.003,1986,841457.2862992625,603443,114,0
1,0.003,1987,862462.1658113812,618307,114,0
1,0.003,1988,890340.0392283902,637619,114,0
1,0.003,1989,909288.8341117325,650254,115,0
1,0.003,1990,919921.3725504703,655142,115,0
1,0.003,1991,924620.3764319888,653117,116,0
1,0.003,1992,937122.5330550565,657701,117,0
1,0.003,1993,954908.9524844605,667817,118,0
1,0.003,1994,972395.6798902707,681922,119,0
1,0.003,1995,987871.1680567252,693721,119,0
1,0.003,1996,1004330.1339806254,705202,120,0
1,0.003,1997,1020410.0424579106,718499,120,0
1,0.003,1998,1035245.5295883514,731676,119,0
1,0.003,1999,1052281.9274100736,743805,120,0
1,0.003,2000,1075457.6453087765,756573,121,0
1,0.003,2001,1087236.7917049397,758111,121,0
1,0.003,2002,1095206.125472909,755965,122,0
1,0.003,2003,1100076.427171552,756093,122,0
1,0.003,2004,1112199.1726220746,763912,123,0
1,0.003,2005,1122951.2056228465,771216,123,0
1,0.003,2006,1134801.124046667,777172,123,0
1,0.01,1951,327446.21863510215,283353,107,0
1,0.01,1952,331292.42589532223,291301,109,0
1,0.01,1953,347178.31963983475,295971,108,0
1,0.01,1954,340883.7672606577,291310,109,0
1,0.01,1955,382659.1366416053,319229,112,0
1,0.01,1956,386445.4763028651,331582,113,0
1,0.01,1957,395707.54377649823,346282,112,0
1,0.01,1958,396025.56641899445,342372,111,0
1,0.01,1959,416576.5714567821,350495,111,0
1,0.01,1960,420911.41052291845,355186,111,0
1,0.01,1961,423601.6005251575,357149,112,0
1,0.01,1962,425319.44070433435,364633,112,0
1,0.01,1963,427784.3804832968,370377,111,0
1,0.01,1964,431718.35922334867,380166,111,0
1,0.01,1965,441843.0258185408,396145,112,0
1,0.01,1966,500727.166977843,416416,113,0
1,0.01,1967,506464.2864766176,425513,112,0
1,0.01,1968,532949.6935727006,438751,112,0
1,0.01,1969,547595.6302691,453902,114,0
1,0.01,1970,553457.1760254191,456271,113,0
1,0.01,1971,556107.6002682652,458219,114,0
1,0.01,1972,584326.4560651461,472381,114,0
1,0.01,1973,618683.1728923855,490799,114,0
1,0.01,1974,641471.2441579115,498076,113,0
1,0.01,1975,649176.9652689544,493099,113,0
1,0.01,1976,664733.8501552336,505764,114,0
1,0.01,1977,685735.0513186285,521193,113,0
1,0.01,1978,702457.9725796992,537604,113,0
1,0.01,1979,722657.659274518,551045,114,0
1,0.01,1980,740176.1267725265,554104,114,0
1,0.01,1981,746213.601876784,555002,114,0
1,0.01,1982,750591.7116528536,547241,113,0
1,0.01,1983,764266.9061146734,553036,113,0
1,0.01,1984,795593.4095482108,575145,115,0
1,0.01,1985,820313.7073191858,591637,114,0
1,0.01,1986,841546.6228821469,603443,114,0
1,0.01,1987,862527.2064938272,618307,114,0
1,0.01,1988,890420.5548193841,637619,114,0
1,0.01,1989,909372.4621056854,650254,115,0
1,0.01,1990,919975.0746305455,655142,115,0
1,0.01,1991,924727.7471547454,653117,116,0
1,0.01,1992,937226.8741700685,657701,117,0
1,0.01,1993,955055.6876544852,667817,118,0
1,0.01,1994,972609.6017015105,681922,119,0
1,0.01,1995,987957.4821086627,693721,119,0
1,0.01,1996,1004551.2296234866,705202,120,0
1,0.01,1997,1020606.5796268728,718499,120,0
1,0.01,1998,1035427.8699756819,731676,119,0
1,0.01,1999,1052379.4859470807,743805,120,0
1,0.01,2000,1075626.9131250596,756573,121,0
1,0.01,2001,1087386.1800565552,758111,121,0
1,0.01,2002,1095364.8788597842,755965,122,0
1,0.01,2003,1100231.2001411947,756093,122,0
1,0.01,2004,1112468.1239855387,763912,123,0
1,0.01,2005,1123045.9457283115,771216,123,0
1,0.01,2006,1135034.9640141167,777172,123,0
