year,sex,age,model,n,n_low,n_high,negll,converged,alpha,beta,nu,tau,mu1,mu2,sig1,sig2,w,lowc,highc,p_low_model,p_high_model,eta_year,lam,gmm_q,gmm_chi2,has_guv,wedge
1951,1,42,dpln,8336,296,5688,7719.042307044836,True,2.1203725995920477,0.935816141524972,8.734966190567265,0.2817038876361697,,,,,,200.0,2600.0,0.028813833140899962,0.6822884853997794,0.0,0.0,nan,nan,0,nan
1951,1,43,dpln,8144,283,5691,7284.618843008368,True,2.0092748853741207,0.9413606052201622,8.779999684938677,0.32750406880342536,,,,,,200.0,2600.0,0.02693736372951208,0.6987550167340952,0.0,0.0,nan,nan,0,nan
1951,1,44,dpln,7959,293,5448,7287.96206818369,True,2.03636507412689,0.9524166648399823,8.709041094717241,0.2816116684758253,,,,,,200.0,2600.0,0.02742882417233831,0.6844083588330939,0.0,0.0,nan,nan,0,nan
1951,1,45,dpln,7478,241,5160,6779.615676210011,True,1.05,0.9654758282771394,8.42372303086247,0.2178410355347296,,,,,,200.0,2600.0,0.026057452579145022,0.6899828138883961,0.0,0.0,nan,nan,0,nan
1951,1,46,dpln,7378,289,4980,6926.083043238004,True,2.5665972042506455,0.9250878576753064,8.796121509968948,0.33153303484054797,,,,,,200.0,2600.0,0.03030180404230971,0.6749864466203481,0.0,0.0,nan,nan,0,nan
1951,1,47,dpln,7117,281,4827,6594.3022345363115,True,2.007588638593005,0.9447381849002546,8.6913046871107,0.2767253059915052,,,,,,200.0,2600.0,0.028525114219295013,0.6781948773486157,0.0,0.0,nan,nan,0,nan
1951,1,48,dpln,6879,264,4611,6566.585598930869,True,1.9874348261630572,0.9044093698334068,8.717060474995655,0.30531924683325146,,,,,,200.0,2600.0,0.032423621123331005,0.6701790128612954,0.0,0.0,nan,nan,0,nan
1951,1,49,dpln,6833,287,4540,6548.361589797245,True,1.9639158146165245,0.9131578495209386,8.681264120103059,0.29874354694276817,,,,,,200.0,2600.0,0.03226449748175202,0.6643551361285518,0.0,0.0,nan,nan,0,nan
1951,1,50,dpln,5997,212,3970,5664.418507640552,True,2.0857069658727485,0.992836622930817,8.597405707855232,0.26217787176891844,,,,,,200.0,2600.0,0.026491628787724868,0.6619070811335471,0.0,0.0,nan,nan,0,nan
1951,1,51,dpln,6544,280,4128,6608.681125152519,True,2.033126287495335,0.9268329238739235,8.568454741838593,0.2783826880594224,,,,,,200.0,2600.0,0.0342802412517896,0.6306844694701863,0.0,0.0,nan,nan,0,nan
1951,1,52,dpln,5594,242,3592,5584.81131209432,True,1.8794837224230045,0.9051297700033604,8.609333727950013,0.31798437547188835,,,,,,200.0,2600.0,0.03513378458973515,0.6420719286806496,0.0,0.0,nan,nan,0,nan
1951,1,53,dpln,5713,234,3581,5786.746961734303,True,1.9444448819559748,0.942488880464379,8.536272752365692,0.31825627641996485,,,,,,200.0,2600.0,0.03330760687516385,0.6267378173112643,0.0,0.0,nan,nan,0,nan
1951,1,54,dpln,5496,239,3461,5549.520227708082,True,1.9579431466380386,0.9301509539060495,8.557497338379887,0.3104770331458249,,,,,,200.0,2600.0,0.03409748410291009,0.629669485070544,0.0,0.0,nan,nan,0,nan
1951,1,55,dpln,5466,215,3461,5441.675174852955,True,2.0686175511047784,0.9674367413149448,8.53652541024909,0.2640345484832909,,,,,,200.0,2600.0,0.030690083625241078,0.6330646033293448,0.0,0.0,nan,nan,0,nan
1951,1,56,dpln,5286,227,3305,5344.712035731957,True,1.9928426147154146,0.9478096492797566,8.523090373163376,0.27290020253358727,,,,,,200.0,2600.0,0.03297226644614206,0.6251691847144147,0.0,0.0,nan,nan,0,nan
1951,1,57,dpln,5115,200,3232,5110.345108464572,True,2.0418264890390283,0.9641497560336112,8.533581652915162,0.2708838754009122,,,,,,200.0,2600.0,0.031056990880475283,0.6318169250669816,0.0,0.0,nan,nan,0,nan
1951,1,58,dpln,4997,217,3081,5105.398454317679,True,1.9423460603251197,0.9558511157177592,8.486782699023586,0.2896164121723565,,,,,,200.0,2600.0,0.03305531191103414,0.6165524626819863,0.0,0.0,nan,nan,0,nan
1951,1,59,dpln,4969,224,3009,5208.873688549134,True,1.8778838758245655,0.9237796867462646,8.482415121780205,0.31968035504958375,,,,,,200.0,2600.0,0.036961908062290674,0.6053911766112727,0.0,0.0,nan,nan,0,nan
1951,1,60,dpln,4362,204,2540,4716.887949373862,True,2.063706017664115,0.9205465068619467,8.443179996582957,0.2681783360239975,,,,,,200.0,2600.0,0.03942458567741098,0.5821971287980647,0.0,0.0,nan,nan,0,nan
1951,1,61,dpln,4321,219,2462,4728.293496687177,True,2.124065405621702,0.9213723819059422,8.4178834992448,0.2591716086385121,,,,,,200.0,2600.0,0.04051497328795149,0.5697309042168264,0.0,0.0,nan,nan,0,nan
1951,1,62,dpln,4079,168,2335,4328.930031699139,True,2.053278792099858,1.0243874178481325,8.339589438283449,0.29955782057861124,,,,,,200.0,2600.0,0.031020966228686723,0.5722667205773351,0.0,0.0,nan,nan,0,nan
1951,1,63,dpln,3912,176,2131,4367.972507775261,True,2.098014642225404,0.9630359329745528,8.328006246115322,0.3029708284899939,,,,,,200.0,2600.0,0.03866190386964949,0.5446226967373746,0.0,0.0,nan,nan,0,nan
1951,1,64,dpln,3225,140,1779,3564.9044857567415,True,2.098311726651609,0.9721473602235048,8.333310022162486,0.2850457368687713,,,,,,200.0,2600.0,0.037151166387816036,0.5515076355567521,0.0,0.0,nan,nan,0,nan
1951,1,65,dpln,3149,172,1534,3675.540480611274,True,2.48112208452342,0.9698845684954419,8.241629422612592,0.2686551258366521,,,,,,200.0,2600.0,0.04282295086268803,0.48690456306952457,0.0,0.0,nan,nan,0,nan
1951,1,66,dpln,2646,201,1271,3295.1548650922073,True,2.920919462004036,0.795679518484786,8.451121163344762,0.477337927341565,,,,,,200.0,2600.0,0.06874131412353487,0.47976566777585383,0.0,0.0,nan,nan,0,nan
1951,1,67,dpln,2394,173,1113,2984.6601313418546,True,3.3093867516023225,0.8183985990741546,8.383257665674586,0.2562713359396003,,,,,,200.0,2600.0,0.06563178523871006,0.46489195686936835,0.0,0.0,nan,nan,0,nan
1951,1,68,dpln,1815,143,782,2339.135021876376,True,3.288197302023484,0.7963491886852083,8.335797732546567,0.3275309147976531,,,,,,200.0,2600.0,0.07414368575640175,0.431245751132985,0.0,0.0,nan,nan,0,nan
1951,1,69,dpln,1610,136,683,2090.8887197690533,True,3.0150299771293096,0.7878246805926953,8.314958569699234,0.4154131336588959,,,,,,200.0,2600.0,0.0776787991889924,0.42368516611250673,0.0,0.0,nan,nan,0,nan
1951,1,70,dpln,1310,125,487,1733.7124474736777,True,3.5657359355303586,0.7839900853960813,8.219395602333984,0.2200935124070584,,,,,,200.0,2600.0,0.08425125427294587,0.37159187010516526,0.0,0.0,nan,nan,0,nan
1951,1,71,dpln,1199,105,453,1595.8478773438646,True,3.2947564614996643,0.7942371311518922,8.220499349650392,0.37623640689220006,,,,,,200.0,2600.0,0.08272569008948562,0.3772658823195655,0.0,0.0,nan,nan,0,nan
1951,2,15,mixture,1070,802,1,736.3086309019009,True,,,,,5.787979955608106,4.0,0.33856023606314195,1.3348980221692635,0.11328141354925955,200.0,2600.0,0.7484637749716266,0.0016861085976625444,0.0,0.0,nan,nan,0,nan
1951,2,16,mixture,3437,2057,1,3109.808600109768,True,,,,,5.933619703830174,4.0,0.5715215632671962,1.1505009707323401,0.3715008899335073,200.0,2600.0,0.5965390078013391,0.0003832530245051477,0.0,0.0,nan,nan,0,nan
1951,2,17,mixture,5046,2070,1,5817.720555182941,True,,,,,6.2274103574943656,4.0,0.6618868016465058,1.0864618241964723,0.5911467779607457,200.0,2600.0,0.40882019032111305,0.004053842135760582,0.0,0.0,nan,nan,0,nan
1951,2,18,mixture,6487,1479,25,8018.225660218521,True,,,,,6.974366646111967,5.576904657060762,0.41641471744512387,0.9194538961539322,0.4278275709887874,200.0,2600.0,0.2179800934296669,0.010703254316377378,0.0,0.0,nan,nan,0,nan
1951,2,19,mixture,7127,1326,195,9108.650086079562,True,,,,,7.4225174597929096,5.945508514834793,0.2867848898994355,1.0614705419508608,0.3828275515520898,200.0,2600.0,0.1672700008290762,0.04564857587776236,0.0,0.0,nan,nan,0,nan
1951,2,20,mixture,6850,1108,313,8653.86547520331,True,,,,,7.53488045618041,6.131009192388679,0.23049390672824255,1.1064885606938342,0.37074030029821003,200.0,2600.0,0.14212405349202117,0.06554676104701147,0.0,0.0,nan,nan,0,nan
1951,2,21,mixture,6807,1054,508,8811.822270253979,True,,,,,7.542087410326773,6.151443745154275,0.27435281273176604,1.1773434411902228,0.404631986531392,200.0,2600.0,0.13952011903646003,0.09235362716683351,0.0,0.0,nan,nan,0,nan
1951,2,22,mixture,6417,982,632,8470.690394971374,True,,,,,7.569079221140545,6.226119680039938,0.2802125983554164,1.2451491619183448,0.39352055678356446,200.0,2600.0,0.13833524346398604,0.11498562692240952,0.0,0.0,nan,nan,0,nan
1951,2,23,mixture,6037,907,772,8113.452850668003,True,,,,,7.574313028772774,6.167609234468141,0.34460196292165,1.2998985745696399,0.4452166469926817,200.0,2600.0,0.1397117791606066,0.1427121866668745,0.0,0.0,nan,nan,0,nan
1951,2,24,mixture,5801,922,823,7970.107488911908,True,,,,,7.599935980381856,6.221155287052492,0.336604153718577,1.3566154641105856,0.40249687183737837,200.0,2600.0,0.14828416197853295,0.15489757696601475,0.0,0.0,nan,nan,0,nan
1951,2,25,mixture,5286,801,848,7399.179259840522,True,,,,,7.621507655398977,6.304556598269828,0.35322154606437756,1.349062484325126,0.37384255759957985,200.0,2600.0,0.14268239662238327,0.1699027506393731,0.0,0.0,nan,nan,0,nan
1951,2,26,mixture,5157,873,886,7317.248611158911,True,,,,,7.582516331212367,6.105264190287083,0.46116547401041647,1.448275139695055,0.4392132089036775,200.0,2600.0,0.16190096805893703,0.18220614325312512,0.0,0.0,nan,nan,0,nan
1951,2,27,mixture,5308,794,938,7435.233173233464,True,,,,,7.583140188489543,6.2068088304764375,0.44524419182540365,1.4072738410660373,0.4490445691114654,200.0,2600.0,0.14285149506230008,0.18471371739100836,0.0,0.0,nan,nan,0,nan
1951,2,28,mixture,4736,748,849,6771.00724749322,True,,,,,7.610059609264878,6.282864359970829,0.4271513603444233,1.4100329951694195,0.3768154049128977,200.0,2600.0,0.15112995735326937,0.186001123687411,0.0,0.0,nan,nan,0,nan
1951,2,29,mixture,4760,745,827,6752.134550673804,True,,,,,7.600440698144205,6.259922025818446,0.41428403752035425,1.4061040980439339,0.39210551746938155,200.0,2600.0,0.15016567418024357,0.18034197833376975,0.0,0.0,nan,nan,0,nan
1951,2,30,mixture,4660,677,848,6568.51062336535,True,,,,,7.5925062665033405,6.349308376060795,0.4137456000473132,1.41577172930828,0.39261906972039723,200.0,2600.0,0.13905329705856456,0.18720130461530562,0.0,0.0,nan,nan,0,nan
1951,2,31,mixture,4480,714,813,6402.451568824998,True,,,,,7.556797131192558,6.062339992602742,0.5327246196007116,1.4184113165432688,0.47352092329741996,200.0,2600.0,0.1553510194762445,0.18754593474081105,0.0,0.0,nan,nan,0,nan
1951,2,32,mixture,4205,622,758,5941.831659423978,True,,,,,7.586888727127305,6.340557124511881,0.4241392320166669,1.415636804577133,0.39156739077196906,200.0,2600.0,0.14042272622555366,0.18657567810793615,0.0,0.0,nan,nan,0,nan
1951,2,33,mixture,4255,607,818,6023.654237813285,True,,,,,7.574467301758612,6.185062977245828,0.523960589991823,1.3987178795911488,0.4760083081803762,200.0,2600.0,0.13783939421913488,0.19871528571047292,0.0,0.0,nan,nan,0,nan
1951,2,34,mixture,4149,578,760,5839.356332015179,True,,,,,7.597908875803622,6.409585196951217,0.4056870038236679,1.3915180117921722,0.37825929710136164,200.0,2600.0,0.13197122621808327,0.18910480923564021,0.0,0.0,nan,nan,0,nan
1951,2,35,mixture,4114,561,754,5728.5602487195865,True,,,,,7.542953479717695,6.119992327251043,0.5169804332836313,1.3838451424308296,0.5205710029500338,200.0,2600.0,0.1324869686344672,0.1891955042727292,0.0,0.0,nan,nan,0,nan
1951,2,36,mixture,4208,580,787,5828.2429624449005,True,,,,,7.584295906208276,6.343676025260426,0.41500148222500777,1.4459672597768942,0.4366873842446157,200.0,2600.0,0.13229736572825843,0.19209650054339622,0.0,0.0,nan,nan,0,nan
1951,2,37,mixture,4282,525,788,5917.878344900548,True,,,,,7.55380438412648,6.567046029347698,0.382703146967597,1.3942927720528413,0.3661762692173256,200.0,2600.0,0.1149920802542965,0.18839101270781464,0.0,0.0,nan,nan,0,nan
1951,2,38,mixture,4098,557,782,5677.93791827739,True,,,,,7.542470226224479,6.294991794428701,0.4798309081228756,1.4795009056127342,0.4788993224441587,200.0,2600.0,0.130413995272016,0.19596520719103672,0.0,0.0,nan,nan,0,nan
1951,2,39,mixture,4213,528,825,5849.859607029478,True,,,,,7.561261105797986,6.237446315460887,0.5240999033098137,1.373370633539804,0.5128635387739945,200.0,2600.0,0.12034943327025009,0.2023445337413569,0.0,0.0,nan,nan,0,nan
1951,2,40,mixture,4038,461,814,5530.934555299165,True,,,,,7.5722909367228945,6.651606413262056,0.3756965759797399,1.4204749011608266,0.3725779211215796,200.0,2600.0,0.10689426459875488,0.20520909936998782,0.0,0.0,nan,nan,0,nan
1951,2,41,mixture,3976,496,792,5464.167120860581,True,,,,,7.571644447242663,6.463229614894154,0.4267019780763798,1.4608505744625058,0.4394485069436662,200.0,2600.0,0.11917518534136834,0.20331532910926642,0.0,0.0,nan,nan,0,nan
1951,2,42,mixture,3851,443,822,5275.327622661501,True,,,,,7.5914169254423625,6.583233918782019,0.4202077026501526,1.4471773269463166,0.42033707232657835,200.0,2600.0,0.10857276425232885,0.2178976279231362,0.0,0.0,nan,nan,0,nan
1951,2,43,mixture,3866,454,848,5281.618744287934,True,,,,,7.578120736407244,6.145065190291893,0.5541760639341295,1.4322131109233138,0.5882266715172237,200.0,2600.0,0.11414995835965455,0.22589778065249613,0.0,0.0,nan,nan,0,nan
1951,2,44,mixture,3780,432,852,5197.022859295442,True,,,,,7.578699526918225,6.359064117944441,0.5398270444405968,1.4605929469657482,0.5283177390697094,200.0,2600.0,0.11030669338953467,0.22946951966174287,0.0,0.0,nan,nan,0,nan
1951,2,45,mixture,3523,407,751,4779.6163343469225,True,,,,,7.570129241434867,6.387149880838682,0.4709580735500405,1.4882885692336676,0.5130484027162538,200.0,2600.0,0.11307356643875423,0.21512183727457812,0.0,0.0,nan,nan,0,nan
1951,2,46,mixture,3561,380,784,4852.650611807275,True,,,,,7.597601034179785,6.482281854654648,0.47827784481052404,1.4009319247586665,0.48655041850340336,200.0,2600.0,0.10218718368061026,0.22399671653874953,0.0,0.0,nan,nan,0,nan
1951,2,47,mixture,3296,356,729,4487.70761847705,True,,,,,7.589430628696535,6.45080069561565,0.49434894807921975,1.4210887064193192,0.5038895980850501,200.0,2600.0,0.10353259224399897,0.2254745820604746,0.0,0.0,nan,nan,0,nan
1951,2,48,mixture,3070,329,707,4199.842730248124,True,,,,,7.580850286561925,6.447366471292032,0.5278861934503698,1.4564254189878776,0.5163007922356381,200.0,2600.0,0.10403322297008319,0.23303710129056893,0.0,0.0,nan,nan,0,nan
1951,2,49,mixture,2997,332,617,4050.9781750902466,True,,,,,7.535256680658178,6.355788680590004,0.5090956868361851,1.45241266063398,0.5420551576073631,200.0,2600.0,0.10683357165914417,0.20930051748575393,0.0,0.0,nan,nan,0,nan
1951,2,50,mixture,2794,286,613,3761.5614260206835,True,,,,,7.598621951314891,6.421852416206367,0.4934095299918643,1.3711915898986067,0.5301898104595273,200.0,2600.0,0.09691475081520379,0.2257243488256264,0.0,0.0,nan,nan,0,nan
1951,2,51,mixture,2696,289,564,3680.1261190196556,True,,,,,7.567323222852791,6.437414695852279,0.4992051982580385,1.3785592911878195,0.4976844505226564,200.0,2600.0,0.10263359685678881,0.21328002231098014,0.0,0.0,nan,nan,0,nan
1951,2,52,mixture,2346,251,493,3167.4258693506604,True,,,,,7.563886915679807,6.691235966962236,0.39602387714157206,1.4406485602997303,0.40670534127065994,200.0,2600.0,0.09896435968196346,0.21481924988749984,0.0,0.0,nan,nan,0,nan
1951,2,53,mixture,2569,295,488,3501.1182140495703,True,,,,,7.526129501997455,6.337073081899878,0.5068481570084418,1.38022799951204,0.5175519016460849,200.0,2600.0,0.10896183565597116,0.19577544106347328,0.0,0.0,nan,nan,0,nan
1951,2,54,mixture,2258,242,432,3022.5358654183506,True,,,,,7.531648906333908,6.474972420262789,0.44331584831597126,1.4132433505011623,0.49116297194623704,200.0,2600.0,0.10305866823240972,0.19452357986073104,0.0,0.0,nan,nan,0,nan
1951,2,55,mixture,2276,251,447,3075.0478240380485,True,,,,,7.529157847220947,6.428079048454643,0.47341902873480995,1.4282558873184457,0.5035861091516712,200.0,2600.0,0.106466351546788,0.19912648867719074,0.0,0.0,nan,nan,0,nan
1951,2,56,mixture,2068,228,385,2792.936107156112,True,,,,,7.507068875319889,6.531089889638681,0.4346925040308674,1.4214417170881855,0.45305716262116935,200.0,2600.0,0.10550387224644786,0.18880022059972312,0.0,0.0,nan,nan,0,nan
1951,2,57,mixture,2011,214,362,2695.3771558727512,True,,,,,7.489693666916035,6.565147708982149,0.42858193228704644,1.3956010967006387,0.4493309529729663,200.0,2600.0,0.10022744776245829,0.18313518202727014,0.0,0.0,nan,nan,0,nan
1951,2,58,mixture,1892,201,280,2498.648830324246,True,,,,,7.5080945771617005,6.4296737286029995,0.3971511623355691,1.2523189806012127,0.46178501448893977,200.0,2600.0,0.09857645221013661,0.15359760094361985,0.0,0.0,nan,nan,0,nan
1951,2,59,mixture,1813,178,310,2383.570832716473,True,,,,,7.524248069522151,6.6258166673240595,0.3687740302720567,1.3142276881494321,0.42407278137405435,200.0,2600.0,0.08997369531387803,0.17564748160783344,0.0,0.0,nan,nan,0,nan
1951,2,60,mixture,1611,164,258,2134.9836506324964,True,,,,,7.488224245545333,6.580140571485499,0.38700301208393245,1.3031004040029903,0.4216440270799127,200.0,2600.0,0.09406291570414395,0.16401867895287292,0.0,0.0,nan,nan,0,nan
1951,2,61,mixture,1462,157,225,1975.8057576261094,True,,,,,7.430492737843223,6.569112528987896,0.40386243260682364,1.321131200902509,0.3886158692971094,200.0,2600.0,0.10274318822906858,0.1552160149885009,0.0,0.0,nan,nan,0,nan
1951,2,62,mixture,1353,127,209,1803.3340095928154,True,,,,,7.483955138635373,6.563990096827233,0.43360825576037687,1.190859882427297,0.4150618862045164,200.0,2600.0,0.08419095083773029,0.15971686066017304,0.0,0.0,nan,nan,0,nan
1951,2,63,mixture,1255,108,154,1628.4876564607366,True,,,,,7.442304170526863,6.374203229015197,0.46687886825737374,1.0599585345068034,0.5019905509818172,200.0,2600.0,0.0772157873192636,0.13203437143011598,0.0,0.0,nan,nan,0,nan
1951,2,64,mixture,1104,120,153,1488.5859587794969,True,,,,,7.3987109526810215,6.170490850655642,0.5475014480280899,1.198191558639661,0.5555160929108708,200.0,2600.0,0.10374829056141789,0.14508866296728587,0.0,0.0,nan,nan,0,nan
1952,1,15,dpln,2360,1425,1,2036.5559597348413,True,7.3227701021100735,0.5865572353923318,6.106148898715849,0.4840127624236801,,,,,,200.0,2600.0,0.596516980895246,7.368171134558565e-05,0.0,0.0,nan,nan,0,nan
1952,1,16,dpln,4987,2122,19,5566.343722866935,True,2.7684852953594183,0.6264056822940731,6.384490632611484,0.34496719678823806,,,,,,200.0,2600.0,0.4227251198143242,0.0048539087573132855,0.0,0.0,nan,nan,0,nan
1952,1,17,dpln,6968,1864,112,8996.828984040454,True,26.38539802616009,0.8197187578930726,7.0334294860024915,0.6131751185744969,,,,,,200.0,2600.0,0.2650528556739375,0.01936016788889261,0.0,0.0,nan,nan,0,nan
1952,1,18,dpln,8103,1470,391,10914.854327609348,True,19.75513954898571,0.7818106326879144,7.513270222332409,0.47232446475668455,,,,,,200.0,2600.0,0.18226263874585436,0.05000426686737991,0.0,0.0,nan,nan,0,nan
1952,1,19,dpln,7644,1090,1185,10874.910553469666,True,12.533190651751612,0.7238190047333192,7.948913926771799,0.4185916496408821,,,,,,200.0,2600.0,0.14532271358197932,0.15615228774115786,0.0,0.0,nan,nan,0,nan
1952,1,20,dpln,7463,1120,1502,10801.72949406703,True,11.905688294550535,0.6683515884774457,8.095626901504772,0.424100952407454,,,,,,200.0,2600.0,0.15197597950009978,0.20134142380923847,0.0,0.0,nan,nan,0,nan
1952,1,21,dpln,6785,1109,1471,9967.895022375567,True,12.437989413844736,0.6319588292439944,8.147072913873348,0.5146484791036192,,,,,,200.0,2600.0,0.16580101738870645,0.21733574872903527,0.0,0.0,nan,nan,0,nan
1952,1,22,dpln,6893,890,2115,9882.784852639536,True,12.563224925250054,0.6647772202034923,8.368509643188752,0.5275053075568346,,,,,,200.0,2600.0,0.13119506736161346,0.30697683267773357,0.0,0.0,nan,nan,0,nan
1952,1,23,dpln,7099,804,2700,9765.86007688264,True,3.1858550802320242,0.6702993656957215,8.321076170027903,0.3254001586175403,,,,,,200.0,2600.0,0.11154626694874548,0.3800790291908216,0.0,0.0,nan,nan,0,nan
1952,1,24,dpln,8572,805,3870,11256.596561333146,True,2.9854180393370098,0.6905702214695046,8.47768821073871,0.3850950616557478,,,,,,200.0,2600.0,0.0936397510648113,0.4516871746654407,0.0,0.0,nan,nan,0,nan
