sex,cohort,source,g0,g1,g2,g3,h_young,h_old,g0_raw,g1_raw,g2_raw,g3_raw
male,2100,extrap_fwd,11.504292,0.124687,-0.068720,0.000000,-0.553106,-0.083256,11.128871,0.344590,-0.068720,0.000000
male,2101,extrap_fwd,11.515429,0.124687,-0.068720,0.000000,-0.553106,-0.083256,11.140008,0.344590,-0.068720,0.000000
male,2102,extrap_fwd,11.526567,0.124687,-0.068720,0.000000,-0.553106,-0.083256,11.151146,0.344590,-0.068720,0.000000
male,2103,extrap_fwd,11.537705,0.124687,-0.068720,0.000000,-0.553106,-0.083256,11.162284,0.344590,-0.068720,0.000000
male,2104,extrap_fwd,11.548843,0.124687,-0.068720,0.000000,-0.553106,-0.083256,11.173421,0.344590,-0.068720,0.000000
male,2105,extrap_fwd,11.559980,0.124687,-0.068720,0.000000,-0.553106,-0.083256,11.184559,0.344590,-0.068720,0.000000
female,1892,extrap_back,7.500371,0.132781,-0.012609,0.000000,-0.053636,-0.482974,7.255642,0.173130,-0.012609,0.000000
female,1893,extrap_back,7.522195,0.132781,-0.012609,0.000000,-0.053636,-0.482974,7.277466,0.173130,-0.012609,0.000000
female,1894,extrap_back,7.544019,0.132781,-0.012609,0.000000,-0.053636,-0.482974,7.299290,0.173130,-0.012609,0.000000
female,1895,extrap_back,7.565844,0.132781,-0.012609,0.000000,-0.053636,-0.482974,7.321114,0.173130,-0.012609,0.000000
female,1896,extrap_back,7.587668,0.132781,-0.012609,0.000000,-0.053636,-0.482974,7.342939,0.173130,-0.012609,0.000000
female,1897,extrap_back,7.609492,0.132781,-0.012609,0.000000,-0.053636,-0.482974,7.364763,0.173130,-0.012609,0.000000
female,1898,extrap_back,7.631316,0.132781,-0.012609,0.000000,-0.053636,-0.482974,7.386587,0.173130,-0.012609,0.000000
female,1899,extrap_back,7.653140,0.132781,-0.012609,0.000000,-0.053636,-0.482974,7.408411,0.173130,-0.012609,0.000000
female,1900,extrap_back,7.674965,0.132781,-0.012609,0.000000,-0.053636,-0.482974,7.430235,0.173130,-0.012609,0.000000
female,1901,extrap_back,7.696789,0.132781,-0.012609,0.000000,-0.053636,-0.482974,7.452060,0.173130,-0.012609,0.000000
female,1902,extrap_back,7.718613,0.132781,-0.012609,0.000000,-0.053636,-0.482974,7.473884,0.173130,-0.012609,0.000000
female,1903,extrap_back,7.740437,0.132781,-0.012609,0.000000,-0.053636,-0.482974,7.495708,0.173130,-0.012609,0.000000
female,1904,extrap_back,7.762261,0.132781,-0.012609,0.000000,-0.053636,-0.482974,7.517532,0.173130,-0.012609,0.000000
female,1905,extrap_back,7.784086,0.132781,-0.012609,0.000000,-0.053636,-0.482974,7.539356,0.173130,-0.012609,0.000000
female,1906,extrap_back,7.805910,0.132781,-0.012609,0.000000,-0.053636,-0.482974,7.561181,0.173130,-0.012609,0.000000
female,1907,extrap_back,7.827734,0.132781,-0.012609,0.000000,-0.053636,-0.482974,7.583005,0.173130,-0.012609,0.000000
female,1908,extrap_back,7.849558,0.132781,-0.012609,0.000000,-0.053636,-0.482974,7.604829,0.173130,-0.012609,0.000000
female,1909,extrap_back,7.871382,0.132781,-0.012609,0.000000,-0.053636,-0.482974,7.626653,0.173130,-0.012609,0.000000
female,1910,extrap_back,7.893207,0.132781,-0.012609,0.000000,-0.053636,-0.482974,7.648477,0.173130,-0.012609,0.000000
female,1911,extrap_back,7.915031,0.132781,-0.012609,0.000000,-0.053636,-0.482974,7.670302,0.173130,-0.012609,0.000000
female,1912,extrap_back,7.936855,0.132781,-0.012609,0.000000,-0.053636,-0.482974,7.692126,0.173130,-0.012609,0.000000
female,1913,extrap_back,7.958679,0.132781,-0.012609,0.000000,-0.053636,-0.482974,7.713950,0.173130,-0.012609,0.000000
female,1914,extrap_back,7.980503,0.132781,-0.012609,0.000000,-0.053636,-0.482974,7.735774,0.173130,-0.012609,0.000000
female,1915,extrap_back,8.002328,0.132781,-0.012609,0.000000,-0.053636,-0.482974,7.757598,0.173130,-0.012609,0.000000
female,1916,extrap_back,8.024152,0.132781,-0.012609,0.000000,-0.053636,-0.482974,7.779423,0.173130,-0.012609,0.000000
female,1917,extrap_back,8.045976,0.132781,-0.012609,0.000000,-0.053636,-0.482974,7.801247,0.173130,-0.012609,0.000000
female,1918,extrap_back,8.067800,0.132781,-0.012609,0.000000,-0.053636,-0.482974,7.823071,0.173130,-0.012609,0.000000
female,1919,extrap_back,8.089624,0.132781,-0.012609,0.000000,-0.053636,-0.482974,7.844895,0.173130,-0.012609,0.000000
female,1920,extrap_back,8.111449,0.132781,-0.012609,0.000000,-0.053636,-0.482974,7.866719,0.173130,-0.012609,0.000000
female,1921,extrap_back,8.133273,0.132781,-0.012609,0.000000,-0.053636,-0.482974,7.888544,0.173130,-0.012609,0.000000
female,1922,extrap_back,8.155097,0.132781,-0.012609,0.000000,-0.053636,-0.482974,7.910368,0.173130,-0.012609,0.000000
female,1923,extrap_back,8.176921,0.132781,-0.012609,0.000000,-0.053636,-0.482974,7.932192,0.173130,-0.012609,0.000000
female,1924,extrap_back,8.198745,0.132781,-0.012609,0.000000,-0.053636,-0.482974,7.954016,0.173130,-0.012609,0.000000
female,1925,extrap_back,8.220570,0.132781,-0.012609,0.000000,-0.053636,-0.482974,7.975840,0.173130,-0.012609,0.000000
female,1926,extrap_back,8.242394,0.132781,-0.012609,0.000000,-0.053636,-0.482974,7.997665,0.173130,-0.012609,0.000000
female,1927,extrap_back,8.264218,0.132781,-0.012609,0.000000,-0.053636,-0.482974,8.019489,0.173130,-0.012609,0.000000
female,1928,extrap_back,8.286042,0.132781,-0.012609,0.000000,-0.053636,-0.482974,8.041313,0.173130,-0.012609,0.000000
female,1929,extrap_back,8.307866,0.132781,-0.012609,0.000000,-0.053636,-0.482974,8.063137,0.173130,-0.012609,0.000000
female,1930,extrap_back,8.329691,0.132781,-0.012609,0.000000,-0.053636,-0.482974,8.084961,0.173130,-0.012609,0.000000
female,1931,extrap_back,8.351515,0.132781,-0.012609,0.000000,-0.053636,-0.482974,8.106786,0.173130,-0.012609,0.000000
female,1932,extrap_back,8.373339,0.132781,-0.012609,0.000000,-0.053636,-0.482974,8.128610,0.173130,-0.012609,0.000000
female,1933,extrap_back,8.395163,0.132781,-0.012609,0.000000,-0.053636,-0.482974,8.150434,0.173130,-0.012609,0.000000
female,1934,extrap_back,8.416987,0.132781,-0.012609,0.000000,-0.053636,-0.482974,8.172258,0.173130,-0.012609,0.000000
female,1935,extrap_back,8.438812,0.132781,-0.012609,0.000000,-0.053636,-0.482974,8.194082,0.173130,-0.012609,0.000000
female,1936,extrap_back,8.460636,0.132781,-0.012609,0.000000,-0.053636,-0.482974,8.215907,0.173130,-0.012609,0.000000
female,1937,extrap_back,8.482460,0.132781,-0.012609,0.000000,-0.053636,-0.482974,8.237731,0.173130,-0.012609,0.000000
female,1938,extrap_back,8.416804,0.132781,-0.012609,0.000000,-0.053636,-0.482974,8.172075,0.173130,-0.012609,0.000000
female,1939,extrap_back,8.489747,0.132781,-0.012609,0.000000,-0.053636,-0.482974,8.245018,0.173130,-0.012609,0.000000
female,1940,extrap_back,8.537003,0.132781,-0.012609,0.000000,-0.053636,-0.482974,8.292274,0.173130,-0.012609,0.000000
female,1941,extrap_back,8.572521,0.132781,-0.012609,0.000000,-0.053636,-0.482974,8.327792,0.173130,-0.012609,0.000000
female,1942,extrap_back,8.578022,0.132781,-0.012609,0.000000,-0.053636,-0.482974,8.333293,0.173130,-0.012609,0.000000
female,1943,extrap_back,8.642663,0.132781,-0.012609,0.000000,-0.053636,-0.482974,8.397934,0.173130,-0.012609,0.000000
female,1944,extrap_back,8.666181,0.132781,-0.012609,0.000000,-0.053636,-0.482974,8.421452,0.173130,-0.012609,0.000000
female,1945,extrap_back,8.601505,0.132781,-0.012609,0.000000,-0.053636,-0.482974,8.356776,0.173130,-0.012609,0.000000
female,1946,extrap_back,8.584867,0.132781,-0.012609,0.000000,-0.053636,-0.482974,8.340138,0.173130,-0.012609,0.000000
female,1947,extrap_back,8.639759,0.132781,-0.012609,0.000000,-0.053636,-0.482974,8.395030,0.173130,-0.012609,0.000000
female,1948,extrap_back,8.684253,0.132781,-0.012609,0.000000,-0.053636,-0.482974,8.439524,0.173130,-0.012609,0.000000
female,1949,extrap_back,8.715703,0.132781,-0.012609,0.000000,-0.053636,-0.482974,8.470973,0.173130,-0.012609,0.000000
female,1950,extrap_back,8.766175,0.132781,-0.012609,0.000000,-0.053636,-0.482974,8.521445,0.173130,-0.012609,0.000000
female,1951,extrap_back,8.819459,0.132781,-0.012609,0.000000,-0.053636,-0.482974,8.574730,0.173130,-0.012609,0.000000
female,1952,extrap_back,8.845598,0.132781,-0.012609,0.000000,-0.053636,-0.482974,8.600869,0.173130,-0.012609,0.000000
female,1953,extrap_back,8.890196,0.132781,-0.012609,0.000000,-0.053636,-0.482974,8.645467,0.173130,-0.012609,0.000000
female,1954,extrap_back,8.895759,0.132781,-0.012609,0.000000,-0.053636,-0.482974,8.651030,0.173130,-0.012609,0.000000
female,1955,extrap_back,8.933779,0.132781,-0.012609,0.000000,-0.053636,-0.482974,8.689050,0.173130,-0.012609,0.000000
female,1956,extrap_back,8.978043,0.132781,-0.012609,0.000000,-0.053636,-0.482974,8.733314,0.173130,-0.012609,0.000000
female,1957,fit,8.961034,0.124846,-0.003588,0.000000,-0.121538,-0.554836,8.752095,0.136328,-0.003588,0.000000
female,1958,fit,8.973072,0.138063,-0.006226,0.000000,-0.088236,-0.562519,8.736233,0.157986,-0.006226,0.000000
female,1959,fit,9.014552,0.137411,-0.021571,0.000000,-0.008287,-0.449970,8.739473,0.206438,-0.021571,0.000000
female,1960,fit,9.028951,0.128470,-0.010697,0.000000,-0.106315,-0.484943,8.796015,0.162700,-0.010697,0.000000
female,1961,fit,9.053116,0.135115,-0.020964,0.000000,0.056196,-0.362600,8.783264,0.202200,-0.020964,0.000000
female,1962,fit,9.062599,0.134913,-0.011640,0.000000,-0.064986,-0.471430,8.816940,0.172161,-0.011640,0.000000
female,1963,fit,9.083966,0.129516,-0.021109,0.000000,-0.108104,-0.369442,8.822701,0.197065,-0.021109,0.000000
female,1964,fit,9.110754,0.129683,-0.009373,0.000000,-0.279728,-0.383946,8.879266,0.159677,-0.009373,0.000000
female,1965,fit,9.125908,0.116240,-0.011502,0.000000,-0.441893,-0.295146,8.910479,0.153046,-0.011502,0.000000
female,1966,fit,9.143685,0.109272,0.001012,0.000000,-0.578996,-0.299639,8.971441,0.106034,0.001012,0.000000
female,1967,fit,9.198316,0.101783,-0.003160,0.000000,-0.534897,-0.195709,9.027374,0.111895,-0.003160,0.000000
female,1968,fit,9.199926,0.109257,0.026684,0.000000,-0.731154,-0.372629,9.093426,0.023868,0.026684,0.000000
female,1969,fit,9.237428,0.116674,0.017591,0.000000,-0.672202,-0.288214,9.095783,0.060383,0.017591,0.000000
female,1970,fit,9.259890,0.115842,0.018216,0.000000,-0.724285,-0.304683,9.121176,0.057551,0.018216,0.000000
female,1971,fit,9.305706,0.119434,0.014136,0.000000,-0.781957,-0.303902,9.150800,0.074199,0.014136,0.000000
female,1972,fit,9.337295,0.122883,0.015486,0.000000,-0.738281,-0.300535,9.180326,0.073328,0.015486,0.000000
female,1973,fit,9.369731,0.123980,0.004435,0.000000,-0.663923,-0.375009,9.182717,0.109788,0.004435,0.000000
female,1974,fit,9.393238,0.138344,-0.011254,0.000000,-0.552566,-0.375009,9.143077,0.174357,-0.011254,0.000000
female,1975,fit,9.419894,0.129488,-0.003221,0.000000,-0.699487,-0.375009,9.204467,0.139795,-0.003221,0.000000
female,1976,fit,9.449570,0.127325,-0.010832,0.000000,-0.828978,-0.375009,9.218120,0.161987,-0.010832,0.000000
female,1977,fit,9.451894,0.125029,-0.006505,0.000000,-0.845754,-0.375009,9.235195,0.145845,-0.006505,0.000000
female,1978,fit,9.459958,0.118426,-0.006948,0.000000,-0.828574,-0.375009,9.252690,0.140660,-0.006948,0.000000
female,1979,fit,9.462176,0.118607,-0.003175,0.000000,-0.928875,-0.375009,9.264277,0.128767,-0.003175,0.000000
female,1980,fit,9.476346,0.118568,-0.010848,0.000000,-0.878411,-0.375009,9.258866,0.153282,-0.010848,0.000000
female,1981,fit,9.481807,0.112859,-0.011118,0.000000,-0.881971,-0.375009,9.272771,0.148437,-0.011118,0.000000
female,1982,fit,9.483739,0.110265,-0.004663,0.000000,-0.908156,-0.375009,9.295378,0.125187,-0.004663,0.000000
female,1983,fit,9.484367,0.104522,-0.015476,0.000000,-0.846752,-0.375009,9.277513,0.154045,-0.015476,0.000000
female,1984,extrap_fwd,9.524528,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.320602,0.141943,-0.009056,0.000000
female,1985,extrap_fwd,9.532900,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.328974,0.141943,-0.009056,0.000000
female,1986,extrap_fwd,9.558142,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.354216,0.141943,-0.009056,0.000000
female,1987,extrap_fwd,9.578312,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.374386,0.141943,-0.009056,0.000000
female,1988,extrap_fwd,9.592648,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.388722,0.141943,-0.009056,0.000000
female,1989,extrap_fwd,9.592667,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.388741,0.141943,-0.009056,0.000000
female,1990,extrap_fwd,9.583342,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.379416,0.141943,-0.009056,0.000000
female,1991,extrap_fwd,9.576310,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.372384,0.141943,-0.009056,0.000000
female,1992,extrap_fwd,9.598149,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.394223,0.141943,-0.009056,0.000000
female,1993,extrap_fwd,9.593325,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.389399,0.141943,-0.009056,0.000000
female,1994,extrap_fwd,9.613426,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.409500,0.141943,-0.009056,0.000000
female,1995,extrap_fwd,9.634911,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.430985,0.141943,-0.009056,0.000000
female,1996,extrap_fwd,9.650153,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.446227,0.141943,-0.009056,0.000000
female,1997,extrap_fwd,9.686931,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.483005,0.141943,-0.009056,0.000000
female,1998,extrap_fwd,9.739599,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.535673,0.141943,-0.009056,0.000000
female,1999,extrap_fwd,9.776226,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.572299,0.141943,-0.009056,0.000000
female,2000,extrap_fwd,9.805395,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.601469,0.141943,-0.009056,0.000000
female,2001,extrap_fwd,9.802341,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.598415,0.141943,-0.009056,0.000000
female,2002,extrap_fwd,9.796177,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.592251,0.141943,-0.009056,0.000000
female,2003,extrap_fwd,9.804753,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.600827,0.141943,-0.009056,0.000000
female,2004,extrap_fwd,9.826749,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.622823,0.141943,-0.009056,0.000000
female,2005,extrap_fwd,9.839292,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.635366,0.141943,-0.009056,0.000000
female,2006,extrap_fwd,9.862037,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.658111,0.141943,-0.009056,0.000000
female,2007,extrap_fwd,9.879086,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.675159,0.141943,-0.009056,0.000000
female,2008,extrap_fwd,9.869292,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.665366,0.141943,-0.009056,0.000000
female,2009,extrap_fwd,9.849436,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.645510,0.141943,-0.009056,0.000000
female,2010,extrap_fwd,9.857318,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.653392,0.141943,-0.009056,0.000000
female,2011,extrap_fwd,9.863578,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.659652,0.141943,-0.009056,0.000000
female,2012,extrap_fwd,9.880891,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.676965,0.141943,-0.009056,0.000000
female,2013,extrap_fwd,9.876701,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.672775,0.141943,-0.009056,0.000000
female,2014,extrap_fwd,9.899694,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.695768,0.141943,-0.009056,0.000000
female,2015,extrap_fwd,9.930076,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.726150,0.141943,-0.009056,0.000000
female,2016,extrap_fwd,9.932297,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.728371,0.141943,-0.009056,0.000000
female,2017,extrap_fwd,9.948950,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.745023,0.141943,-0.009056,0.000000
female,2018,extrap_fwd,9.964681,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.760755,0.141943,-0.009056,0.000000
female,2019,extrap_fwd,9.983945,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.780019,0.141943,-0.009056,0.000000
female,2020,extrap_fwd,10.002329,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.798403,0.141943,-0.009056,0.000000
female,2021,extrap_fwd,10.050756,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.846830,0.141943,-0.009056,0.000000
female,2022,extrap_fwd,10.037488,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.833562,0.141943,-0.009056,0.000000
female,2023,extrap_fwd,10.038987,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.835061,0.141943,-0.009056,0.000000
female,2024,extrap_fwd,10.050915,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.846989,0.141943,-0.009056,0.000000
female,2025,extrap_fwd,10.066985,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.863059,0.141943,-0.009056,0.000000
female,2026,extrap_fwd,10.083449,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.879523,0.141943,-0.009056,0.000000
female,2027,extrap_fwd,10.099716,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.895790,0.141943,-0.009056,0.000000
female,2028,extrap_fwd,10.115294,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.911368,0.141943,-0.009056,0.000000
female,2029,extrap_fwd,10.131167,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.927241,0.141943,-0.009056,0.000000
female,2030,extrap_fwd,10.146745,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.942819,0.141943,-0.009056,0.000000
female,2031,extrap_fwd,10.162028,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.958102,0.141943,-0.009056,0.000000
female,2032,extrap_fwd,10.175240,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.971314,0.141943,-0.009056,0.000000
female,2033,extrap_fwd,10.187564,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.983638,0.141943,-0.009056,0.000000
female,2034,extrap_fwd,10.199789,0.112964,-0.009056,0.000000,-0.888833,-0.375009,9.995863,0.141943,-0.009056,0.000000
female,2035,extrap_fwd,10.212014,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.008088,0.141943,-0.009056,0.000000
female,2036,extrap_fwd,10.224239,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.020313,0.141943,-0.009056,0.000000
female,2037,extrap_fwd,10.236464,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.032538,0.141943,-0.009056,0.000000
female,2038,extrap_fwd,10.248590,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.044664,0.141943,-0.009056,0.000000
female,2039,extrap_fwd,10.260716,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.056790,0.141943,-0.009056,0.000000
female,2040,extrap_fwd,10.272645,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.068719,0.141943,-0.009056,0.000000
female,2041,extrap_fwd,10.284376,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.080450,0.141943,-0.009056,0.000000
female,2042,extrap_fwd,10.295909,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.091983,0.141943,-0.009056,0.000000
female,2043,extrap_fwd,10.307344,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.103417,0.141943,-0.009056,0.000000
female,2044,extrap_fwd,10.318580,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.114654,0.141943,-0.009056,0.000000
female,2045,extrap_fwd,10.329619,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.125693,0.141943,-0.009056,0.000000
female,2046,extrap_fwd,10.340559,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.136633,0.141943,-0.009056,0.000000
female,2047,extrap_fwd,10.351499,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.147573,0.141943,-0.009056,0.000000
female,2048,extrap_fwd,10.362439,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.158513,0.141943,-0.009056,0.000000
female,2049,extrap_fwd,10.373379,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.169453,0.141943,-0.009056,0.000000
female,2050,extrap_fwd,10.384319,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.180393,0.141943,-0.009056,0.000000
female,2051,extrap_fwd,10.395259,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.191333,0.141943,-0.009056,0.000000
female,2052,extrap_fwd,10.406199,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.202273,0.141943,-0.009056,0.000000
female,2053,extrap_fwd,10.417139,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.213212,0.141943,-0.009056,0.000000
female,2054,extrap_fwd,10.428078,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.224152,0.141943,-0.009056,0.000000
female,2055,extrap_fwd,10.438919,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.234993,0.141943,-0.009056,0.000000
female,2056,extrap_fwd,10.449859,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.245933,0.141943,-0.009056,0.000000
female,2057,extrap_fwd,10.460799,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.256873,0.141943,-0.009056,0.000000
female,2058,extrap_fwd,10.471838,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.267912,0.141943,-0.009056,0.000000
female,2059,extrap_fwd,10.482976,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.279050,0.141943,-0.009056,0.000000
female,2060,extrap_fwd,10.494114,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.290188,0.141943,-0.009056,0.000000
female,2061,extrap_fwd,10.505350,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.301424,0.141943,-0.009056,0.000000
female,2062,extrap_fwd,10.516587,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.312661,0.141943,-0.009056,0.000000
female,2063,extrap_fwd,10.527824,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.323898,0.141943,-0.009056,0.000000
female,2064,extrap_fwd,10.539159,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.335233,0.141943,-0.009056,0.000000
female,2065,extrap_fwd,10.550495,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.346569,0.141943,-0.009056,0.000000
female,2066,extrap_fwd,10.561830,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.357904,0.141943,-0.009056,0.000000
female,2067,extrap_fwd,10.573166,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.369240,0.141943,-0.009056,0.000000
female,2068,extrap_fwd,10.584501,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.380575,0.141943,-0.009056,0.000000
female,2069,extrap_fwd,10.595837,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.391911,0.141943,-0.009056,0.000000
female,2070,extrap_fwd,10.607172,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.403246,0.141943,-0.009056,0.000000
female,2071,extrap_fwd,10.618508,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.414582,0.141943,-0.009056,0.000000
female,2072,extrap_fwd,10.629744,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.425818,0.141943,-0.009056,0.000000
female,2073,extrap_fwd,10.640981,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.437055,0.141943,-0.009056,0.000000
female,2074,extrap_fwd,10.652218,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.448291,0.141943,-0.009056,0.000000
female,2075,extrap_fwd,10.663553,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.459627,0.141943,-0.009056,0.000000
female,2076,extrap_fwd,10.674889,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.470963,0.141943,-0.009056,0.000000
female,2077,extrap_fwd,10.686224,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.482298,0.141943,-0.009056,0.000000
female,2078,extrap_fwd,10.697560,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.493634,0.141943,-0.009056,0.000000
female,2079,extrap_fwd,10.708796,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.504870,0.141943,-0.009056,0.000000
female,2080,extrap_fwd,10.720033,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.516107,0.141943,-0.009056,0.000000
female,2081,extrap_fwd,10.731270,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.527343,0.141943,-0.009056,0.000000
female,2082,extrap_fwd,10.742506,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.538580,0.141943,-0.009056,0.000000
female,2083,extrap_fwd,10.753743,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.549817,0.141943,-0.009056,0.000000
female,2084,extrap_fwd,10.764979,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.561053,0.141943,-0.009056,0.000000
female,2085,extrap_fwd,10.776216,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.572290,0.141943,-0.009056,0.000000
female,2086,extrap_fwd,10.787453,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.583527,0.141943,-0.009056,0.000000
female,2087,extrap_fwd,10.798689,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.594763,0.141943,-0.009056,0.000000
female,2088,extrap_fwd,10.809926,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.606000,0.141943,-0.009056,0.000000
female,2089,extrap_fwd,10.821163,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.617236,0.141943,-0.009056,0.000000
female,2090,extrap_fwd,10.832300,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.628374,0.141943,-0.009056,0.000000
female,2091,extrap_fwd,10.843438,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.639512,0.141943,-0.009056,0.000000
female,2092,extrap_fwd,10.854576,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.650650,0.141943,-0.009056,0.000000
female,2093,extrap_fwd,10.865714,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.661787,0.141943,-0.009056,0.000000
female,2094,extrap_fwd,10.876851,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.672925,0.141943,-0.009056,0.000000
female,2095,extrap_fwd,10.887989,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.684063,0.141943,-0.009056,0.000000
female,2096,extrap_fwd,10.899127,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.695201,0.141943,-0.009056,0.000000
female,2097,extrap_fwd,10.910265,0.112964,-0.009056,0.000000,-0.888833,-0.375009,10.706338,0.141943,-0.009056,0.000000
